gene_id	tissue_a	tissue_b	lnc_isi	n_aligned	n_random	p_deseq2_aligned	padj_deseq2_aligned	padj_edger_aligned	de_deseq2_aligned	de_edger_aligned	rand_tissue_a	rand_tissue_b	de_deseq2_random	de_edger_random	has_random	de_rank_aligned	de_rank_random
ENSG00000228106.5	Heart - Atrial Appendage	Liver	0.133303499287084	17	17.0	0.110062302050214	0.206423902600402	0.28994919595859	False	False	Liver	Muscle - Skeletal	False	False	True	False	False
ENSG00000233483.2	Brain - Frontal Cortex (BA9)	Lung	0.2393306489935686	14	14.0	0.0006747902145442	0.0018214063994143	0.0040054155783904	True	True	Brain - Cerebellar Hemisphere	Brain - Putamen (basal ganglia)	True	True	True	True	False
ENSG00000226007.2	Brain - Putamen (basal ganglia)	Heart - Left Ventricle	0.4752295614815982	13	14.0	0.440268656944563	0.57068786286965	0.574321954094549	False	False	Brain - Putamen (basal ganglia)	Liver	True	False	True	False	False
ENSG00000231889.7	Brain - Cerebellar Hemisphere	Heart - Left Ventricle	0.3208634189659738	15	15.0	1.01819184686687e-05	3.14132731230676e-05	0.000284075077445	True	True	Heart - Left Ventricle	Liver	False	False	True	True	False
ENSG00000223797.5	Brain - Putamen (basal ganglia)	Muscle - Skeletal	0.1681133177358436	15	15.0	7.92319360456364e-06	2.87605689110538e-05	0.0244495783279005	True	True	Cells - Cultured fibroblasts	Liver	True	True	True	True	True
ENSG00000273018.5	Brain - Frontal Cortex (BA9)	Cells - Cultured fibroblasts	0.351418526315525	13	13.0	0.0035115748453394	0.0084832255474252	0.0012768414375715	True	True	Brain - Putamen (basal ganglia)	Cells - Cultured fibroblasts	True	True	True	False	True
ENSG00000224397.5	Cells - Cultured fibroblasts	Liver	0.7177484941726642	15	15.0	6.791199835877879e-11	9.05045047434814e-10	5.56897479596847e-06	True	True	Cells - Cultured fibroblasts	Lung	True	True	True	True	True
ENSG00000229852.2	Brain - Putamen (basal ganglia)	Heart - Atrial Appendage	0.1144870553581057	15	15.0	0.0036791446598036	0.0085249979449477	0.0085315059936579	True	True	Brain - Putamen (basal ganglia)	Muscle - Skeletal	True	True	True	True	True
ENSG00000229153.5	Brain - Cerebellar Hemisphere	Lung	0.2312142453905811	16		0.0002253228699628	0.0004451421640789	0.0032400400443231	True	True			False	False	False	True	
ENSG00000224165.5	Brain - Frontal Cortex (BA9)	Cells - Cultured fibroblasts	0.1796991944641564	13	13.0	0.199677441976261	0.291266777120033	0.105023766812418	False	False	Brain - Putamen (basal ganglia)	Cells - Cultured fibroblasts	True	True	True	False	True
ENSG00000228624.7	Brain - Putamen (basal ganglia)	Lung	0.5468306089501818	14	14.0	2.8182374935096797e-12	2.50732226035474e-11	2.29808149635532e-06	True	True	Brain - Cerebellar Hemisphere	Brain - Putamen (basal ganglia)	True	True	True	True	True
ENSG00000234810.2	Cells - Cultured fibroblasts	Lung	0.3607823371309495	15	15.0	0.0012060030196403	0.0041727081222182	0.0152964854007951	True	True	Brain - Putamen (basal ganglia)	Muscle - Skeletal	False	False	True	True	False
ENSG00000228315.11	Cells - Cultured fibroblasts	Heart - Left Ventricle	0.2811445190145713	14	14.0	0.627449836305245	0.762521834185122	0.614229493847526	False	False	Brain - Frontal Cortex (BA9)	Lung	False	False	True	False	False
ENSG00000233901.5	Brain - Frontal Cortex (BA9)	Heart - Left Ventricle	0.2200105801783752	13	13.0	6.41606227149901e-06	3.80262311349618e-05	0.0001194053987489	True	True	Brain - Frontal Cortex (BA9)	Cells - Cultured fibroblasts	False	False	True	False	False
ENSG00000153363.12	Brain - Frontal Cortex (BA9)	Liver	0.1870090150052894	14	14.0	1.54768533817558e-11	2.52788605235345e-10	1.28193394779374e-05	True	True	Brain - Putamen (basal ganglia)	Liver	True	True	True	True	True
ENSG00000236088.9	Brain - Frontal Cortex (BA9)	Heart - Left Ventricle	0.5040614548890039	13	13.0	0.243548045215366	0.367998419968272	0.351887672127501	False	False	Brain - Putamen (basal ganglia)	Heart - Left Ventricle	False	False	True	False	False
ENSG00000225439.2	Cells - Cultured fibroblasts	Muscle - Skeletal	0.0584213914185511	16	16.0	0.0828616426333132	0.144854595412288	0.242728209297196	False	False	Cells - Cultured fibroblasts	Heart - Atrial Appendage	False	False	True	False	False
ENSG00000224259.6	Heart - Atrial Appendage	Muscle - Skeletal	0.0770363036772872	18	17.0	8.01627630716794e-08	6.81319564102572e-07	3.88963532768507e-05	True	True	Lung	Muscle - Skeletal	True	True	True	True	True
ENSG00000237352.3	Heart - Left Ventricle	Muscle - Skeletal	0.3878224456528581	16	16.0	0.235676317015457	0.424022864726572	0.532540246031521	False	False	Brain - Cerebellar Hemisphere	Liver	True	False	True	False	False
ENSG00000238113.6	Cells - Cultured fibroblasts	Heart - Left Ventricle	0.1736603259426651	14	14.0	0.0007372788499781	0.0029875624565066	0.0060193763060665	True	True	Brain - Cerebellar Hemisphere	Brain - Putamen (basal ganglia)	True	True	True	True	True
ENSG00000237457.6	Brain - Frontal Cortex (BA9)	Heart - Atrial Appendage	0.0577524629319998	15	15.0	0.000110814984815	0.0003852007028835	7.42089250144984e-05	True	True	Brain - Putamen (basal ganglia)	Heart - Atrial Appendage	False	False	True	False	False
ENSG00000225062.1	Liver	Lung	0.1104480999462364	16	17.0	0.0002292177249712	0.0010934414442089	0.0019925151189286	True	True	Heart - Atrial Appendage	Liver	True	True	True	True	True
ENSG00000240291.1	Brain - Putamen (basal ganglia)	Lung	0.2327691441547101	14	14.0	0.633405589708356	0.700454136493843	0.637762612835945	False	False	Cells - Cultured fibroblasts	Heart - Left Ventricle	False	False	True	False	False
ENSG00000234323.6	Brain - Cerebellar Hemisphere	Heart - Left Ventricle	0.8926182276579866	15	14.0	0.0569327958272914	0.083606752463557	0.169638075614386	False	False	Brain - Cerebellar Hemisphere	Brain - Putamen (basal ganglia)	True	True	True	False	True
ENSG00000235527.6	Brain - Cerebellar Hemisphere	Brain - Putamen (basal ganglia)	0.1298317674459679	14	14.0	0.129322382404962	0.199036373372983	0.245031510554983	False	False	Brain - Cerebellar Hemisphere	Brain - Frontal Cortex (BA9)	False	False	True	False	False
ENSG00000226328.6	Brain - Cerebellar Hemisphere	Brain - Frontal Cortex (BA9)	0.0549233199965285	14	14.0	6.20290355485982e-06	3.40038688850749e-05	0.0006970062411738	True	True	Brain - Frontal Cortex (BA9)	Liver	False	False	True	False	False
ENSG00000225335.3	Brain - Putamen (basal ganglia)	Liver	0.2762589703067118	14	14.0	9.20210726154655e-06	3.82348955213804e-05	0.0006347515164229	True	True	Brain - Frontal Cortex (BA9)	Liver	True	True	True	True	True
ENSG00000212694.8	Cells - Cultured fibroblasts	Liver	0.1862589723029639	15	15.0	0.0982264833415178	0.185953370714041	0.214334329920335	False	False	Heart - Left Ventricle	Lung	True	True	True	False	True
ENSG00000234608.7	Brain - Putamen (basal ganglia)	Cells - Cultured fibroblasts	0.1648413085255835	13	13.0	0.788249221499421	0.846181533321896	1.0	False	False	Brain - Putamen (basal ganglia)	Heart - Left Ventricle	False	False	True	False	False
ENSG00000229240.8	Brain - Frontal Cortex (BA9)	Heart - Atrial Appendage	0.3078184036288175	15	15.0	0.910862055016612	0.940923545865363	0.917918538145855	False	False	Brain - Putamen (basal ganglia)	Heart - Atrial Appendage	False	False	True	False	False
ENSG00000224596.7	Brain - Frontal Cortex (BA9)	Cells - Cultured fibroblasts	0.590862618023871	13	13.0	0.280027845816678	0.384445008663574	0.164803339535108	False	False	Brain - Putamen (basal ganglia)	Cells - Cultured fibroblasts	False	False	True	False	False
ENSG00000231187.2	Liver	Lung	0.4920812051599759	16	16.0	0.0086551863275094	0.0260233887352732	0.0464972056239007	True	True	Brain - Cerebellar Hemisphere	Liver	False	False	True	True	False
ENSG00000231064.7	Brain - Putamen (basal ganglia)	Lung	0.1690993980278654	14	14.0	2.45855689803202e-08	1.27937734429666e-07	1.47315553556836e-05	True	True	Brain - Cerebellar Hemisphere	Brain - Frontal Cortex (BA9)	True	True	True	True	False
ENSG00000277147.4	Cells - Cultured fibroblasts	Liver	0.2580576630443479	15	15.0	5.80193051815709e-23	3.00361479901517e-21	2.078838312354e-08	True	True	Heart - Left Ventricle	Liver	True	True	True	True	True
ENSG00000230615.6	Brain - Putamen (basal ganglia)	Lung	0.4951428876061523	14	14.0	0.0299065616983302	0.0499287513099242	0.0933547440695431	True	False	Brain - Cerebellar Hemisphere	Brain - Frontal Cortex (BA9)	True	True	True	True	False
ENSG00000228412.7	Brain - Cerebellar Hemisphere	Lung	0.5654304900431065	16		0.0664507191376123	0.0921995346258495	0.13524831693663	False	False			False	False	False	False	
ENSG00000235437.7	Brain - Cerebellar Hemisphere	Heart - Left Ventricle	0.1449389908165211	15	15.0	0.154516756449528	0.203264872729016	0.169638075614386	False	False	Heart - Left Ventricle	Liver	False	False	True	False	False
ENSG00000249700.8	Lung	Muscle - Skeletal	0.525383481015178	17	17.0	0.0045968898523158	0.0106466827149491	0.0268643395482914	True	True	Brain - Cerebellar Hemisphere	Muscle - Skeletal	True	False	True	True	True
ENSG00000248275.1	Brain - Cerebellar Hemisphere	Heart - Left Ventricle	0.0643311220548107	15	15.0	6.80312764125535e-07	2.45698258119878e-06	0.0010851111561952	True	True	Brain - Frontal Cortex (BA9)	Muscle - Skeletal	True	True	True	True	True
ENSG00000224046.1	Brain - Cerebellar Hemisphere	Lung	0.2230599145142572	16	16.0	0.168873856134386	0.211862730095603	0.188029230058414	False	False	Liver	Lung	False	False	True	False	False
ENSG00000228436.2	Brain - Frontal Cortex (BA9)	Muscle - Skeletal	0.2372081907838601	15	15.0	0.253331085984312	0.351707141507396	0.563226064670127	False	False	Brain - Frontal Cortex (BA9)	Heart - Atrial Appendage	True	True	True	False	True
ENSG00000233038.5	Liver	Lung	0.114950168752082	16		0.281334433311656	0.438569844077061	0.471711167141354	False	False			False	False	False	False	
ENSG00000223891.5	Brain - Frontal Cortex (BA9)	Liver	0.2952869902006947	14	14.0	0.195469813453142	0.287751699632736	0.244343559454531	False	False	Brain - Frontal Cortex (BA9)	Lung	True	True	True	False	False
ENSG00000233005.1	Brain - Frontal Cortex (BA9)	Brain - Putamen (basal ganglia)	0.474144248682759	12	15.0	0.637592293599603	0.974338673890384	0.738625721712193	False	False	Brain - Putamen (basal ganglia)	Heart - Atrial Appendage	True	True	True	False	False
ENSG00000235706.7	Liver	Muscle - Skeletal	0.2515518075189581	17	17.0	8.121107660776829e-11	9.30803878042883e-10	5.9426841586861e-05	True	True	Brain - Cerebellar Hemisphere	Heart - Atrial Appendage	True	True	True	True	True
ENSG00000233593.8	Brain - Frontal Cortex (BA9)	Cells - Cultured fibroblasts	0.4512374528690823	13	13.0	9.6623213378428e-07	4.76882311190306e-06	7.29135518071467e-05	True	True	Brain - Putamen (basal ganglia)	Cells - Cultured fibroblasts	True	True	True	False	False
ENSG00000232628.5	Brain - Cerebellar Hemisphere	Lung	0.404096171508926	16		0.816125248736183	0.846922427933775	0.0681355769371401	False	False			False	False	False	False	
ENSG00000234336.6	Brain - Cerebellar Hemisphere	Heart - Left Ventricle	0.4250354892766029	15	15.0	0.0144987766368851	0.0246604655776932	0.018315029219176	True	True	Brain - Cerebellar Hemisphere	Cells - Cultured fibroblasts	True	True	True	False	True
ENSG00000231160.9	Brain - Frontal Cortex (BA9)	Cells - Cultured fibroblasts	0.3266193488512284	13	13.0	0.334266297168365	0.443007402503213	0.201764287066891	False	False	Brain - Putamen (basal ganglia)	Cells - Cultured fibroblasts	False	False	True	False	False
ENSG00000233058.1	Brain - Frontal Cortex (BA9)	Lung	0.2196522822104527	14	14.0	0.4570565993918	0.54783366900214	0.333729761321739	False	False	Brain - Frontal Cortex (BA9)	Liver	False	False	True	False	False
ENSG00000230487.7	Brain - Cerebellar Hemisphere	Brain - Putamen (basal ganglia)	0.3102027069896401	14	14.0	0.22989739504227	0.320712265100268	0.359643635955887	False	False	Brain - Putamen (basal ganglia)	Lung	True	True	True	False	True
ENSG00000226686.7	Brain - Putamen (basal ganglia)	Muscle - Skeletal	0.2910492293792001	15	15.0	0.0251026195354126	0.0453815984542166	0.000748831881195	True	True	Brain - Putamen (basal ganglia)	Heart - Atrial Appendage	False	False	True	False	False
ENSG00000228221.5	Cells - Cultured fibroblasts	Lung	0.1939924278654673	15		0.0001313196895577	0.0006021817271158	0.0027541447799972	True	True			False	False	False	False	
ENSG00000236039.2	Brain - Cerebellar Hemisphere	Cells - Cultured fibroblasts	0.412824845137823	15	15.0	0.939711268785258	0.9493847671404	0.948123999249881	False	False	Cells - Cultured fibroblasts	Lung	True	True	True	False	True
ENSG00000237813.3	Cells - Cultured fibroblasts	Heart - Atrial Appendage	0.1424474044032347	16	17.0	0.0146167412222851	0.0336060118700401	0.0330621144131142	True	True	Heart - Atrial Appendage	Lung	False	False	True	False	False
ENSG00000223485.2	Brain - Putamen (basal ganglia)	Heart - Atrial Appendage	0.2270416416428948	15	15.0	0.868672864450707	0.910886276238744	0.7744015782762	False	False	Cells - Cultured fibroblasts	Lung	True	True	True	False	True
ENSG00000238197.5	Brain - Frontal Cortex (BA9)	Brain - Putamen (basal ganglia)	0.1663534659002024	12	14.0	0.989589226807119	0.997719991775917	1.0	False	False	Brain - Cerebellar Hemisphere	Brain - Frontal Cortex (BA9)	False	False	True	False	False
ENSG00000237188.3	Cells - Cultured fibroblasts	Liver	0.3912481519611846	15	15.0	0.728459822793388	0.83305600805429	0.819347074295597	False	False	Brain - Frontal Cortex (BA9)	Muscle - Skeletal	False	False	True	False	False
ENSG00000233705.6	Brain - Frontal Cortex (BA9)	Brain - Putamen (basal ganglia)	0.0701537763123017	12		7.89564631311308e-12	9.740356406267691e-10	7.48938096116848e-10	True	True			False	False	False	False	
ENSG00000274020.2	Heart - Left Ventricle	Lung	0.5014019583011594	15	15.0	5.76278160307374e-05	0.0002965941265211	0.0020139328940802	True	True	Brain - Frontal Cortex (BA9)	Muscle - Skeletal	False	False	True	True	False
ENSG00000227591.5	Cells - Cultured fibroblasts	Muscle - Skeletal	0.4261314780461762	16	16.0	1.59484034537898e-09	1.34190069824562e-08	5.61235131116875e-06	True	True	Liver	Lung	True	True	True	True	True
ENSG00000227053.1	Brain - Putamen (basal ganglia)	Heart - Atrial Appendage	0.3756970535713185	15	15.0	0.0112389808049388	0.0228250477817949	0.0130954492880465	True	True	Brain - Frontal Cortex (BA9)	Heart - Atrial Appendage	True	True	True	False	False
ENSG00000232645.5	Cells - Cultured fibroblasts	Muscle - Skeletal	0.3091134010554217	16	16.0	0.256818430604419	0.378635208513882	0.474534514230567	False	False	Brain - Cerebellar Hemisphere	Lung	True	True	True	False	False
ENSG00000225855.6	Brain - Frontal Cortex (BA9)	Muscle - Skeletal	0.2187827096139674	15	15.0	0.772996451781702	0.83208666416439	0.981171470759462	False	False	Brain - Cerebellar Hemisphere	Heart - Left Ventricle	False	True	True	False	False
ENSG00000267532.5	Brain - Putamen (basal ganglia)	Heart - Left Ventricle	0.0533021319882904	13	13.0	1.60946388611548e-06	1.01907989839754e-05	0.0002834447763106	True	True	Brain - Frontal Cortex (BA9)	Heart - Left Ventricle	True	True	True	True	False
ENSG00000224699.8	Brain - Cerebellar Hemisphere	Heart - Left Ventricle	0.6565294690316861	15	15.0	0.748991000277214	0.793388465266702	0.654256860221436	False	False	Brain - Cerebellar Hemisphere	Cells - Cultured fibroblasts	False	False	True	False	False
ENSG00000272168.6	Brain - Frontal Cortex (BA9)	Heart - Atrial Appendage	0.2952031806288481	15	15.0	1.4095548151775502e-25	9.2627887854525e-24	1.03002219225393e-10	True	True	Brain - Cerebellar Hemisphere	Cells - Cultured fibroblasts	False	False	True	False	False
ENSG00000237372.2	Liver	Lung	0.1080315341081452	16	17.0	1.37446648104572e-13	2.992789918406e-12	1.67219142584052e-07	True	True	Liver	Muscle - Skeletal	False	True	True	True	True
ENSG00000227258.5	Brain - Cerebellar Hemisphere	Heart - Atrial Appendage	0.5600171961182671	17	17.0	7.710180648748229e-22	8.86028259551984e-21	2.2380421359311803e-09	True	True	Liver	Muscle - Skeletal	True	True	True	True	False
ENSG00000244041.7	Brain - Putamen (basal ganglia)	Muscle - Skeletal	0.284893530106006	15	15.0	0.0066002373906483	0.0137471811916667	0.0104367884966067	True	True	Cells - Cultured fibroblasts	Lung	False	False	True	True	False
ENSG00000228393.3	Heart - Left Ventricle	Lung	0.4406645787735356	15	15.0	0.0002101392935227	0.000918412059888	0.0031453920045969	True	True	Brain - Putamen (basal ganglia)	Heart - Atrial Appendage	False	False	True	True	False
ENSG00000237512.6	Brain - Cerebellar Hemisphere	Cells - Cultured fibroblasts	0.326569825447584	15	15.0	0.728123204072304	0.780375415284981	0.820439811959904	False	False	Brain - Frontal Cortex (BA9)	Heart - Atrial Appendage	True	True	True	False	True
ENSG00000145063.14	Brain - Frontal Cortex (BA9)	Brain - Putamen (basal ganglia)	0.1013744495882607	12		3.22888121190248e-05	0.000826715434821	0.0043120906495074	True	True			False	False	False	False	
ENSG00000163597.14	Cells - Cultured fibroblasts	Heart - Left Ventricle	0.1338593923622393	14	14.0	0.0071552401230384	0.0211455753971673	0.125434766737373	True	False	Brain - Putamen (basal ganglia)	Liver	True	True	True	False	True
ENSG00000233527.8	Brain - Putamen (basal ganglia)	Liver	0.1728080983501748	14	14.0	0.0003618472788895	0.0010871323741582	0.0005238690451392	True	True	Brain - Cerebellar Hemisphere	Brain - Frontal Cortex (BA9)	False	False	True	False	False
ENSG00000229425.2	Brain - Frontal Cortex (BA9)	Muscle - Skeletal	0.6656520059121191	15	17.0	0.000131418117775	0.0004423341525112	0.0002677784482962	True	True	Liver	Muscle - Skeletal	True	True	True	True	True
ENSG00000235978.6	Heart - Atrial Appendage	Lung	0.3158546309643733	17	15.0	5.54412745751291e-06	3.18492428410316e-05	0.000338435816358	True	True	Heart - Left Ventricle	Lung	True	True	True	True	False
ENSG00000227954.6	Brain - Putamen (basal ganglia)	Lung	0.4200895476283335	14	15.0	0.730704173404595	0.787219574316357	0.790006343032274	False	False	Cells - Cultured fibroblasts	Lung	False	False	True	False	False
ENSG00000233396.7	Brain - Frontal Cortex (BA9)	Liver	0.1543054164473297	14	14.0	0.807425632162803	0.868172388187591	0.981164840136848	False	False	Brain - Cerebellar Hemisphere	Brain - Frontal Cortex (BA9)	True	True	True	False	True
ENSG00000227036.6	Brain - Putamen (basal ganglia)	Cells - Cultured fibroblasts	0.3724723590649997	13	13.0	0.002246559529226	0.0050073477818625	0.008283518271701	True	True	Brain - Frontal Cortex (BA9)	Cells - Cultured fibroblasts	True	True	True	True	False
ENSG00000233006.6	Brain - Cerebellar Hemisphere	Heart - Left Ventricle	0.1525414276681844	15	15.0	1.70986374811607e-09	9.084063773774933e-09	2.84122519997967e-05	True	True	Brain - Putamen (basal ganglia)	Heart - Atrial Appendage	True	True	True	True	True
ENSG00000235979.8	Brain - Cerebellar Hemisphere	Brain - Putamen (basal ganglia)	0.3273533328197589	14		1.40771620081978e-09	1.00151391920087e-08	5.20818517559657e-06	True	True			False	False	False	True	
ENSG00000213904.8	Brain - Cerebellar Hemisphere	Lung	0.185429822913982	16	16.0	0.343237970406084	0.400978937390285	0.486735166046905	False	False	Heart - Atrial Appendage	Heart - Left Ventricle	False	False	True	False	False
ENSG00000235531.9	Brain - Frontal Cortex (BA9)	Muscle - Skeletal	0.1437099567186314	15	15.0	0.038783811192245	0.0713622125937309	0.0658673856880915	False	False	Cells - Cultured fibroblasts	Lung	True	True	True	False	True
ENSG00000225655.5	Brain - Cerebellar Hemisphere	Heart - Atrial Appendage	0.3288725876899102	17		0.430526334163028	0.491877228509375	0.467926810125786	False	False			False	False	False	False	
ENSG00000271147.7	Brain - Putamen (basal ganglia)	Heart - Left Ventricle	0.2104870329389788	13	13.0	1.48251825742343e-08	1.42446159839147e-07	2.30355593016465e-05	True	True	Brain - Frontal Cortex (BA9)	Heart - Left Ventricle	True	True	True	True	False
ENSG00000175061.17	Brain - Putamen (basal ganglia)	Liver	0.1453170727308697	14	14.0	7.47579346817397e-06	3.17372971148876e-05	0.0070336712925172	True	True	Brain - Cerebellar Hemisphere	Brain - Frontal Cortex (BA9)	False	False	True	True	False
ENSG00000243176.5	Cells - Cultured fibroblasts	Heart - Left Ventricle	0.3490254859454769	14	14.0	0.000616891140502	0.0025386703944025	0.0103434080608421	True	True	Brain - Cerebellar Hemisphere	Brain - Putamen (basal ganglia)	False	False	True	True	False
ENSG00000197989.13	Liver	Muscle - Skeletal	0.1901226555248351	17	17.0	0.0144210659111485	0.0363508447121243	0.0673094071232613	True	False	Brain - Cerebellar Hemisphere	Muscle - Skeletal	False	False	True	False	False
ENSG00000267272.5	Brain - Putamen (basal ganglia)	Lung	0.7963942702127407	14	14.0	1.47459254516135e-08	8.13385247911002e-08	8.35686055485679e-06	True	True	Brain - Frontal Cortex (BA9)	Lung	False	False	True	True	False
ENSG00000241163.7	Brain - Putamen (basal ganglia)	Cells - Cultured fibroblasts	0.5940027237830099	13		0.0449526161887654	0.0731278933971267	0.0644781692552203	False	False			False	False	False	False	
ENSG00000227733.9	Brain - Cerebellar Hemisphere	Lung	0.3755542480412249	16	16.0	2.72989217964087e-19	2.72000126594652e-18	5.48998673334066e-08	True	True	Heart - Atrial Appendage	Heart - Left Ventricle	False	False	True	True	False
ENSG00000243701.5	Brain - Putamen (basal ganglia)	Heart - Atrial Appendage	0.1991954898289608	15	15.0	0.112656352526494	0.170590375920053	0.132286861221342	False	False	Cells - Cultured fibroblasts	Lung	True	True	True	False	True
ENSG00000239922.1	Brain - Cerebellar Hemisphere	Brain - Putamen (basal ganglia)	0.106654813748597	14	14.0	0.0209329696908532	0.0413487003050429	0.0067866867054821	True	True	Brain - Cerebellar Hemisphere	Brain - Frontal Cortex (BA9)	False	False	True	True	False
ENSG00000240005.5	Cells - Cultured fibroblasts	Muscle - Skeletal	0.2777057362290923	16	16.0	0.499068029038632	0.632089037737328	0.419267601557166	False	False	Heart - Atrial Appendage	Heart - Left Ventricle	False	False	True	False	False
ENSG00000243069.7	Brain - Cerebellar Hemisphere	Liver	0.0556773747626407	16	16.0	6.358262117719351e-09	2.91029178811047e-08	0.0002767284285253	True	True	Brain - Cerebellar Hemisphere	Lung	False	False	True	True	False
ENSG00000241135.5	Brain - Cerebellar Hemisphere	Heart - Atrial Appendage	0.0160083389285594	17	15.0	2.68710222695665e-169	3.70551397097321e-166	4.42047214661895e-18	True	True	Brain - Frontal Cortex (BA9)	Heart - Atrial Appendage	True	True	True	True	True
ENSG00000206573.8	Brain - Cerebellar Hemisphere	Liver	0.2097000024129183	16	16.0	0.897870594062423	0.915318004709376	0.241821098732799	False	False	Brain - Cerebellar Hemisphere	Lung	False	False	True	False	False
ENSG00000241288.7	Liver	Muscle - Skeletal	0.537901241482533	17	17.0	0.497199376304833	0.66322354322602	0.634262272388102	False	False	Brain - Cerebellar Hemisphere	Muscle - Skeletal	False	False	True	False	False
ENSG00000243083.5	Cells - Cultured fibroblasts	Liver	0.3949866984225891	15		8.7295955421617e-05	0.0003865143289391	0.0014875171464242	True	True			False	False	False	True	
ENSG00000241158.5	Heart - Atrial Appendage	Lung	0.2309333089229365	17		0.810110731494196	0.898643785963159	0.84181591530504	False	False			False	False	False	False	
ENSG00000242759.6	Brain - Cerebellar Hemisphere	Muscle - Skeletal	0.2094451366914515	17	17.0	3.93481173337443e-06	1.10046767177301e-05	0.0003519014424146	True	True	Brain - Cerebellar Hemisphere	Heart - Atrial Appendage	False	False	True	True	False
ENSG00000241570.8	Brain - Cerebellar Hemisphere	Liver	0.1743149043053406	16	16.0	4.33756305055518e-27	1.3446445456721e-25	1.7042223658335e-09	True	True	Heart - Atrial Appendage	Heart - Left Ventricle	False	False	True	True	False
ENSG00000247828.7	Cells - Cultured fibroblasts	Muscle - Skeletal	0.1964346423373359	16	16.0	0.0085210361368702	0.0209614315396752	0.0106992634235204	True	True	Cells - Cultured fibroblasts	Heart - Atrial Appendage	True	True	True	False	True
ENSG00000246273.6	Brain - Cerebellar Hemisphere	Cells - Cultured fibroblasts	0.0923082753309662	15	15.0	1.37183813114393e-09	5.89551028802812e-09	1.71548990156044e-05	True	True	Heart - Left Ventricle	Lung	False	False	True	True	False
ENSG00000248049.6	Brain - Putamen (basal ganglia)	Cells - Cultured fibroblasts	0.1698889591540276	13	13.0	0.0557082945006991	0.088638739290086	0.201884217435044	False	False	Brain - Frontal Cortex (BA9)	Heart - Left Ventricle	True	False	True	False	False
ENSG00000246223.8	Brain - Putamen (basal ganglia)	Heart - Left Ventricle	0.2411510084592191	13	13.0	7.26317941840223e-05	0.0003208877337905	0.0016023469210532	True	True	Brain - Frontal Cortex (BA9)	Heart - Left Ventricle	True	True	True	True	True
ENSG00000245498.6	Brain - Putamen (basal ganglia)	Heart - Atrial Appendage	0.1507795260299128	15	15.0	0.0669865228880202	0.109090080316457	0.105557969585237	False	False	Brain - Frontal Cortex (BA9)	Heart - Atrial Appendage	False	False	True	False	False
ENSG00000245146.6	Brain - Cerebellar Hemisphere	Muscle - Skeletal	0.4163806304053935	17	17.0	4.23511521096758e-10	1.88592832695514e-09	2.3708044354189e-07	True	True	Lung	Muscle - Skeletal	False	False	True	True	False
ENSG00000245213.6	Brain - Putamen (basal ganglia)	Lung	0.4553716059026843	14	14.0	0.38580707560502	0.463035646004632	0.34426828814955	False	False	Brain - Cerebellar Hemisphere	Brain - Putamen (basal ganglia)	False	False	True	False	False
ENSG00000244879.6	Brain - Putamen (basal ganglia)	Liver	0.0454381694727233	14	14.0	3.83843471248946e-08	2.55958061071858e-07	1.24518813080742e-05	True	True	Cells - Cultured fibroblasts	Heart - Left Ventricle	True	True	True	True	True
ENSG00000245937.7	Brain - Frontal Cortex (BA9)	Liver	0.1084379918489524	14	14.0	0.0060800823019159	0.0149764325282382	0.0545828042355534	True	False	Brain - Frontal Cortex (BA9)	Lung	False	False	True	True	False
ENSG00000245149.3	Brain - Frontal Cortex (BA9)	Cells - Cultured fibroblasts	0.2232705697651941	13	13.0	0.675895073743152	0.752513136506904	0.981486311324113	False	False	Brain - Putamen (basal ganglia)	Cells - Cultured fibroblasts	False	False	True	False	False
ENSG00000247081.7	Brain - Putamen (basal ganglia)	Cells - Cultured fibroblasts	0.7373963759916343	13	13.0	0.001897575279244	0.0043206813572172	0.0008129458176615	True	True	Brain - Frontal Cortex (BA9)	Cells - Cultured fibroblasts	False	False	True	False	False
ENSG00000245281.6	Lung	Muscle - Skeletal	0.4757129931885399	17	17.0	8.59734496009187e-05	0.0002926152180579	0.002856174157937	True	True	Heart - Atrial Appendage	Lung	True	True	True	True	False
ENSG00000245904.3	Brain - Cerebellar Hemisphere	Heart - Left Ventricle	0.2121127927231166	15	15.0	8.39124816079955e-19	1.2829286076955801e-17	1.58491113169212e-09	True	True	Cells - Cultured fibroblasts	Liver	False	False	True	True	False
ENSG00000245532.7	Brain - Frontal Cortex (BA9)	Liver	0.0045497788373962	14	14.0	1.0197118187059e-19	5.59617846105799e-18	2.06024904604798e-08	True	True	Brain - Cerebellar Hemisphere	Brain - Putamen (basal ganglia)	False	False	True	True	False
ENSG00000247287.2	Heart - Left Ventricle	Muscle - Skeletal	0.1691948394820649	16	16.0	0.30683051927535	0.512559794651542	0.380087847655896	False	False	Heart - Atrial Appendage	Heart - Left Ventricle	False	False	True	False	False
ENSG00000246089.3	Cells - Cultured fibroblasts	Muscle - Skeletal	0.1472967851738676	16	16.0	0.0027942526557795	0.0078536335282653	0.032045356500206	True	True	Liver	Lung	False	False	True	True	False
ENSG00000247572.7	Brain - Putamen (basal ganglia)	Heart - Atrial Appendage	0.3653959526443178	15	15.0	0.965744645191904	0.974922043135979	0.867865069426314	False	False	Brain - Frontal Cortex (BA9)	Heart - Atrial Appendage	False	True	True	False	False
