gene_id	tissue_a	tissue_b	lnc_isi	n_aligned	n_random	p_deseq2_aligned	padj_deseq2_aligned	padj_edger_aligned	de_deseq2_aligned	de_edger_aligned	rand_tissue_a	rand_tissue_b	de_deseq2_random	de_edger_random	has_random	de_rank_aligned	de_rank_random
ENSG00000203876.9	Brain - Cerebellar Hemisphere	Cells - Cultured fibroblasts	0.1853749690815209	15	15.0	0.0036458553145341	0.0063977077933203	0.0076559429140115	True	True	Cells - Cultured fibroblasts	Lung	False	False	True	True	False
ENSG00000203930.10	Brain - Cerebellar Hemisphere	Cells - Cultured fibroblasts	0.784729190470813	15	15.0	2.61963662516171e-17	2.30729533523859e-16	2.73442023890335e-08	True	True	Brain - Putamen (basal ganglia)	Heart - Atrial Appendage	True	True	True	True	True
ENSG00000204792.2	Heart - Atrial Appendage	Lung	0.1533893119471008	17	17.0	0.705038370550505	0.826934665719532	0.673474431741654	False	False	Lung	Muscle - Skeletal	False	False	True	False	False
ENSG00000204929.12	Brain - Cerebellar Hemisphere	Muscle - Skeletal	0.3274862117046676	17	17.0	0.0036216622446059	0.0065831007246734	0.0207132893563737	True	True	Lung	Muscle - Skeletal	True	True	True	False	False
ENSG00000168405.15	Cells - Cultured fibroblasts	Heart - Left Ventricle	0.2258906313698945	14	14.0	0.150515229979865	0.259909305625362	0.203770348448794	False	False	Brain - Cerebellar Hemisphere	Brain - Frontal Cortex (BA9)	True	True	True	False	False
ENSG00000205037.2	Brain - Frontal Cortex (BA9)	Liver	0.1193222835515581	14	14.0	0.0131765509969639	0.029539588182736	0.0148638116705748	True	True	Brain - Cerebellar Hemisphere	Brain - Frontal Cortex (BA9)	True	True	True	False	False
ENSG00000206417.8	Brain - Cerebellar Hemisphere	Cells - Cultured fibroblasts	0.1355598869975548	15	15.0	4.31575197296972e-05	0.0001033073730115	0.0008919934106278	True	True	Cells - Cultured fibroblasts	Lung	False	False	True	True	False
ENSG00000224043.7	Brain - Frontal Cortex (BA9)	Cells - Cultured fibroblasts	0.3707283023810855	13	15.0	0.0496499608020211	0.0904338571751099	0.144470308458287	False	False	Brain - Cerebellar Hemisphere	Cells - Cultured fibroblasts	False	False	True	True	False
ENSG00000233175.2	Brain - Cerebellar Hemisphere	Brain - Frontal Cortex (BA9)	0.0885037682413901	14	14.0	1.47101586880942e-14	2.75059816565048e-13	7.0723675395135e-07	True	True	Brain - Cerebellar Hemisphere	Brain - Putamen (basal ganglia)	True	True	True	True	True
ENSG00000227540.1	Brain - Putamen (basal ganglia)	Liver	0.2905101167717291	14	14.0	0.0014701037050855	0.0038278700282892	0.0022724121463157	True	True	Brain - Cerebellar Hemisphere	Brain - Putamen (basal ganglia)	False	False	True	True	False
ENSG00000177335.10	Brain - Cerebellar Hemisphere	Lung	0.3077660755854164	16	16.0	0.143501130515605	0.182867520351211	0.176529538930226	False	False	Cells - Cultured fibroblasts	Heart - Atrial Appendage	False	False	True	False	False
ENSG00000224281.4	Heart - Atrial Appendage	Muscle - Skeletal	0.2194083731911903	18	17.0	0.256775566144668	0.391443980243294	0.427357338698055	False	False	Brain - Cerebellar Hemisphere	Muscle - Skeletal	False	False	True	False	False
ENSG00000214106.7	Brain - Cerebellar Hemisphere	Heart - Left Ventricle	0.3968841873599069	15	15.0	0.0002895179306018	0.0007013673811762	0.0019981639514765	True	True	Brain - Frontal Cortex (BA9)	Heart - Atrial Appendage	False	False	True	True	False
ENSG00000214293.8	Brain - Cerebellar Hemisphere	Heart - Left Ventricle	0.0670153739666819	15	15.0	0.203834545849276	0.259549465215267	0.598272263314741	False	False	Cells - Cultured fibroblasts	Lung	False	False	True	False	False
ENSG00000214401.4	Brain - Frontal Cortex (BA9)	Lung	0.030825542639066	14	14.0	0.406164000583145	0.498949910049695	0.496443850815029	False	False	Brain - Putamen (basal ganglia)	Lung	False	False	True	False	False
ENSG00000214548.14	Brain - Putamen (basal ganglia)	Liver	0.5512851588340979	14	14.0	0.0001260645018533	0.000415253431406	4.77158362462695e-05	True	True	Brain - Frontal Cortex (BA9)	Liver	True	True	True	True	False
ENSG00000214900.9	Brain - Frontal Cortex (BA9)	Liver	0.7131551913386922	14	14.0	3.7868438994825805e-09	3.90642844367677e-08	5.67537584015134e-06	True	True	Brain - Cerebellar Hemisphere	Brain - Frontal Cortex (BA9)	True	True	True	True	True
ENSG00000214922.9	Liver	Muscle - Skeletal	0.0729186987521743	17	17.0	0.102033205981646	0.195187630843634	0.191791646342775	False	False	Lung	Muscle - Skeletal	False	False	True	False	False
ENSG00000186960.10	Brain - Frontal Cortex (BA9)	Brain - Putamen (basal ganglia)	0.0266203649429672	12		1.59663700425692e-16	3.96276517652808e-14	4.49165251524578e-07	True	True			False	False	False	True	
ENSG00000215039.6	Liver	Muscle - Skeletal	0.0908465650699671	17	17.0	0.7901126577741	0.872768594790007	0.810290684564898	False	False	Heart - Atrial Appendage	Liver	False	False	True	False	False
ENSG00000215067.9	Brain - Putamen (basal ganglia)	Liver	0.1838601443398732	14	14.0	0.792008702651388	0.862435523350238	0.467865507865626	False	False	Cells - Cultured fibroblasts	Heart - Left Ventricle	False	False	True	False	False
ENSG00000215068.7	Heart - Atrial Appendage	Heart - Left Ventricle	0.2816955878138871	16	16.0	0.792357331885696	0.977471786168736	0.979329481239821	False	False	Heart - Left Ventricle	Muscle - Skeletal	True	True	True	False	True
ENSG00000215256.3	Liver	Muscle - Skeletal	0.1901608021181266	17	17.0	1.41270072481471e-08	1.1914664603626e-07	5.70192046113501e-06	True	True	Heart - Atrial Appendage	Lung	False	False	True	True	False
ENSG00000215386.11	Brain - Putamen (basal ganglia)	Heart - Left Ventricle	0.4620443916680195	13	13.0	5.76391706471491e-26	5.65687289065592e-24	3.77554712370856e-08	True	True	Brain - Putamen (basal ganglia)	Cells - Cultured fibroblasts	False	False	True	True	False
ENSG00000215483.9	Brain - Putamen (basal ganglia)	Liver	0.2723469237288322	14		0.372232808780345	0.486930382394958	0.273027795253834	False	False			False	False	False	False	
ENSG00000216895.9	Brain - Cerebellar Hemisphere	Liver	0.2475006517076286	16	16.0	4.285305118339971e-44	4.8709634845130896e-42	9.64610092383206e-11	True	True	Cells - Cultured fibroblasts	Heart - Atrial Appendage	True	True	True	True	True
ENSG00000219665.8	Brain - Cerebellar Hemisphere	Brain - Frontal Cortex (BA9)	0.11308451441722	14	14.0	3.36677880780686e-05	0.0001492095153459	0.0007356529053495	True	True	Brain - Frontal Cortex (BA9)	Lung	True	True	True	False	False
ENSG00000222020.2	Liver	Muscle - Skeletal	0.2420360288921845	17	17.0	0.0056199877787442	0.0158327806959999	0.0221301401451484	True	True	Heart - Atrial Appendage	Liver	False	False	True	False	False
ENSG00000232442.1	Cells - Cultured fibroblasts	Heart - Atrial Appendage	0.0400012996259539	16	16.0	0.0048070290609912	0.0124335655519869	0.0251517383527641	True	True	Cells - Cultured fibroblasts	Muscle - Skeletal	False	False	True	False	True
ENSG00000226950.6	Brain - Frontal Cortex (BA9)	Heart - Left Ventricle	0.0079880112667752	13	13.0	1.58528161395024e-08	1.6513350145315e-07	7.52611265358684e-05	True	True	Brain - Frontal Cortex (BA9)	Cells - Cultured fibroblasts	True	True	True	True	True
ENSG00000223745.7	Brain - Cerebellar Hemisphere	Heart - Left Ventricle	0.1508164339813688	15	15.0	1.29227414266558e-13	1.08424952457795e-12	1.6159393817364e-07	True	True	Brain - Putamen (basal ganglia)	Muscle - Skeletal	True	True	True	True	True
ENSG00000229956.10	Brain - Frontal Cortex (BA9)	Muscle - Skeletal	0.5325068215908534	15	15.0	0.20515269202379	0.295260538275205	0.284321436425307	False	False	Brain - Frontal Cortex (BA9)	Heart - Atrial Appendage	False	True	True	False	True
ENSG00000231170.5	Brain - Cerebellar Hemisphere	Liver	0.3937079393068177	16	16.0	0.014241379880962	0.0230977909127612	0.0052808967058369	True	True	Liver	Lung	False	False	True	True	False
ENSG00000130600.17	Heart - Atrial Appendage	Heart - Left Ventricle	0.3820163896417873	16	16.0	2.00382184850237e-12	4.40840806670522e-10	3.47295570311851e-06	True	True	Heart - Left Ventricle	Muscle - Skeletal	False	False	True	True	False
ENSG00000234741.7	Brain - Cerebellar Hemisphere	Cells - Cultured fibroblasts	0.1038435821137861	15	15.0	7.53420944175348e-38	4.50087120563882e-36	2.8989315702712694e-11	True	True	Cells - Cultured fibroblasts	Lung	True	True	True	True	True
ENSG00000204054.13	Brain - Putamen (basal ganglia)	Cells - Cultured fibroblasts	0.0956743928715189	13	13.0	8.86895909358529e-05	0.0002682176395482	0.0026856334253411	True	True	Brain - Putamen (basal ganglia)	Heart - Left Ventricle	False	False	True	True	False
ENSG00000234899.9	Brain - Putamen (basal ganglia)	Liver	0.3155998270422587	14	14.0	7.70736090053553e-16	1.88142184839858e-14	9.06536754877106e-09	True	True	Brain - Frontal Cortex (BA9)	Liver	True	True	True	True	False
ENSG00000223969.5	Brain - Putamen (basal ganglia)	Muscle - Skeletal	0.608320053579311	15	15.0	0.0442353440128219	0.075996870521407	0.199168001900172	False	False	Brain - Frontal Cortex (BA9)	Muscle - Skeletal	False	False	True	False	False
ENSG00000231074.8	Brain - Cerebellar Hemisphere	Cells - Cultured fibroblasts	0.2330375550785665	15	15.0	0.0005343102475919	0.0010624345588876	0.0029283574438944	True	True	Heart - Left Ventricle	Lung	True	False	True	True	True
ENSG00000235092.5	Cells - Cultured fibroblasts	Liver	0.1126859873717265	15	15.0	1.3516433618334e-13	2.59901709289679e-12	1.0584652565525e-06	True	True	Brain - Frontal Cortex (BA9)	Heart - Atrial Appendage	True	True	True	True	False
ENSG00000232677.6	Brain - Cerebellar Hemisphere	Cells - Cultured fibroblasts	0.1324727829540648	15	15.0	1.89389063433724e-13	1.13139379633885e-12	1.43128880048187e-06	True	True	Brain - Frontal Cortex (BA9)	Muscle - Skeletal	True	True	True	True	False
ENSG00000225265.1	Brain - Putamen (basal ganglia)	Liver	0.0911724044186756	14	14.0	0.0019341437676017	0.0048781817902428	0.0611545712134348	True	False	Cells - Cultured fibroblasts	Heart - Left Ventricle	False	False	True	True	False
ENSG00000235703.5	Brain - Frontal Cortex (BA9)	Heart - Atrial Appendage	0.343104690994829	15	15.0	0.0789594069878358	0.133045154631518	0.143878543897339	False	False	Brain - Putamen (basal ganglia)	Heart - Atrial Appendage	False	False	True	False	False
ENSG00000234327.7	Brain - Cerebellar Hemisphere	Cells - Cultured fibroblasts	0.0255065213001657	15	15.0	0.0074017082467883	0.0122529483507075	0.0163574264650326	True	True	Brain - Putamen (basal ganglia)	Heart - Atrial Appendage	True	True	True	False	True
ENSG00000233639.5	Brain - Frontal Cortex (BA9)	Cells - Cultured fibroblasts	0.2479536507880303	13	13.0	0.0013326024722883	0.0035909855270861	0.0008239385339595	True	True	Brain - Putamen (basal ganglia)	Cells - Cultured fibroblasts	True	True	True	False	True
ENSG00000224032.6	Brain - Frontal Cortex (BA9)	Liver	0.0147880076692154	14	14.0	0.0117486496445019	0.0268652455204278	0.0113427309335246	True	True	Brain - Cerebellar Hemisphere	Brain - Frontal Cortex (BA9)	True	True	True	False	True
ENSG00000226419.7	Brain - Cerebellar Hemisphere	Liver	0.1469487579457297	16	16.0	0.0708740779744365	0.10007478504879	0.649308961973882	False	False	Cells - Cultured fibroblasts	Muscle - Skeletal	False	False	True	False	False
ENSG00000224597.9	Brain - Frontal Cortex (BA9)	Muscle - Skeletal	0.2756307051715739	15	15.0	0.0024798115164984	0.0063372960977182	0.0197567967339572	True	True	Heart - Left Ventricle	Liver	False	False	True	True	False
ENSG00000227028.6	Cells - Cultured fibroblasts	Heart - Left Ventricle	0.8892039751672198	14	14.0	0.661312126318689	0.792734409135198	0.88082202956267	False	False	Brain - Cerebellar Hemisphere	Brain - Frontal Cortex (BA9)	False	True	True	False	False
ENSG00000196756.11	Liver	Muscle - Skeletal	0.0668474123195485	17	17.0	0.766087451772432	0.856255278757811	0.84187349214257	False	False	Heart - Atrial Appendage	Liver	False	False	True	False	False
ENSG00000236859.6	Brain - Cerebellar Hemisphere	Muscle - Skeletal	0.0906867276822638	17	17.0	0.0032956393510445	0.0060143232719326	0.0194580549172137	True	True	Brain - Cerebellar Hemisphere	Heart - Atrial Appendage	False	False	True	False	False
ENSG00000233237.6	Brain - Frontal Cortex (BA9)	Lung	0.6160677820997946	14	14.0	0.0192307297065506	0.0361098756174631	0.019616251922702	True	True	Brain - Cerebellar Hemisphere	Brain - Frontal Cortex (BA9)	False	False	True	False	False
ENSG00000233008.5	Brain - Putamen (basal ganglia)	Heart - Atrial Appendage	0.5275752278971791	15	17.0	0.210509341008205	0.287550346124956	0.323516569949924	False	False	Heart - Atrial Appendage	Liver	True	True	True	False	True
ENSG00000242125.3	Cells - Cultured fibroblasts	Heart - Left Ventricle	0.0169740265165124	14	14.0	7.708287957690422e-14	2.21361921567588e-12	6.33443272533433e-07	True	True	Brain - Frontal Cortex (BA9)	Liver	True	True	True	True	True
ENSG00000226688.6	Liver	Muscle - Skeletal	0.3614555925980566	17	17.0	0.809976019413705	0.888125790706279	0.892814399999784	False	False	Brain - Cerebellar Hemisphere	Muscle - Skeletal	False	False	True	False	False
ENSG00000224078.13	Brain - Cerebellar Hemisphere	Heart - Left Ventricle	0.3286099764848592	15	15.0	0.0776408246338095	0.108902930373213	0.164366957175763	False	False	Brain - Frontal Cortex (BA9)	Muscle - Skeletal	True	False	True	False	False
ENSG00000225470.7	Brain - Frontal Cortex (BA9)	Muscle - Skeletal	0.2011301929406408	15	15.0	0.563693514627958	0.664869273663745	0.92742380351608	False	False	Cells - Cultured fibroblasts	Liver	False	False	True	False	False
ENSG00000233016.6	Lung	Muscle - Skeletal	0.0320503244319242	17	17.0	0.34904275564967	0.462973625446298	0.490026693891556	False	False	Heart - Atrial Appendage	Lung	True	True	True	False	True
ENSG00000228109.1	Brain - Frontal Cortex (BA9)	Cells - Cultured fibroblasts	0.0711951258219922	13	13.0	1.61711859445642e-05	6.5301240603123e-05	0.0002239671844285	True	True	Brain - Putamen (basal ganglia)	Cells - Cultured fibroblasts	True	True	True	False	True
ENSG00000234753.5	Cells - Cultured fibroblasts	Heart - Atrial Appendage	0.537112953622516	16	17.0	0.13574524706149	0.220544960878169	0.13456479073213	False	False	Heart - Atrial Appendage	Lung	False	False	True	False	True
ENSG00000213742.6	Brain - Cerebellar Hemisphere	Heart - Left Ventricle	0.2097205664113064	15	15.0	0.319663167794267	0.383150277774313	0.578337834067387	False	False	Brain - Putamen (basal ganglia)	Heart - Atrial Appendage	True	True	True	False	True
ENSG00000236780.5	Brain - Cerebellar Hemisphere	Brain - Frontal Cortex (BA9)	0.1336699801836446	14		0.198893347738357	0.30504429175602	0.201833054281024	False	False			False	False	False	False	
ENSG00000225746.9	Brain - Cerebellar Hemisphere	Cells - Cultured fibroblasts	0.2489756988838457	15	14.0	0.116443715690621	0.153544784413545	0.202292639066747	False	False	Brain - Cerebellar Hemisphere	Brain - Frontal Cortex (BA9)	False	False	True	False	False
ENSG00000242086.8	Brain - Putamen (basal ganglia)	Cells - Cultured fibroblasts	0.1549163098186811	13	13.0	0.460558846178475	0.549867213741779	0.468003623325132	False	False	Brain - Putamen (basal ganglia)	Heart - Left Ventricle	False	False	True	False	False
ENSG00000225377.5	Brain - Putamen (basal ganglia)	Heart - Left Ventricle	0.1944486075761404	13	13.0	4.84063152155239e-13	9.63917059509128e-12	1.780853883218e-07	True	True	Brain - Frontal Cortex (BA9)	Heart - Left Ventricle	True	True	True	True	True
ENSG00000177640.15	Brain - Putamen (basal ganglia)	Heart - Atrial Appendage	0.3834524389504934	15	15.0	1.43120144162011e-08	8.82361245927401e-08	1.59542864890865e-06	True	True	Cells - Cultured fibroblasts	Lung	False	False	True	True	False
ENSG00000229694.6	Brain - Cerebellar Hemisphere	Cells - Cultured fibroblasts	0.4628922785549145	15	15.0	0.000432601304824	0.0008715457372848	0.0018941152323173	True	True	Brain - Cerebellar Hemisphere	Heart - Left Ventricle	False	False	True	False	False
ENSG00000234456.7	Brain - Cerebellar Hemisphere	Muscle - Skeletal	0.2449325946747068	17	17.0	0.0003320299718642	0.0007018022139557	0.0011394169991252	True	True	Heart - Atrial Appendage	Liver	True	True	True	True	True
ENSG00000235903.7	Brain - Cerebellar Hemisphere	Liver	0.2610364095117463	16	14.0	0.432419705492559	0.504983286208776	0.784089886343806	False	False	Brain - Frontal Cortex (BA9)	Liver	False	False	True	False	False
ENSG00000233223.2	Brain - Frontal Cortex (BA9)	Heart - Left Ventricle	0.1018491594280169	13	13.0	0.876885812504264	0.918292454069583	0.925829518785712	False	False	Brain - Putamen (basal ganglia)	Heart - Left Ventricle	True	False	True	False	False
ENSG00000237773.5	Brain - Putamen (basal ganglia)	Liver	0.395829544131215	14	14.0	5.25036190094342e-05	0.0001854585198601	0.003426032484936	True	True	Brain - Frontal Cortex (BA9)	Liver	True	True	True	True	True
ENSG00000236540.7	Brain - Frontal Cortex (BA9)	Liver	0.2189018885425407	14	14.0	0.485548735976186	0.606162753193201	0.718324273389385	False	False	Brain - Putamen (basal ganglia)	Lung	True	True	True	False	True
ENSG00000223884.5	Brain - Cerebellar Hemisphere	Brain - Putamen (basal ganglia)	0.2540627700656512	14		0.0886850470038438	0.146265751065805	0.192670085180881	False	False			False	False	False	False	
ENSG00000231999.6	Brain - Putamen (basal ganglia)	Heart - Atrial Appendage	0.241664216854514	15	15.0	0.236735095683139	0.318265664738051	0.422498186920859	False	False	Heart - Left Ventricle	Lung	True	True	True	False	True
ENSG00000225383.7	Heart - Left Ventricle	Lung	0.6399200473490507	15	15.0	7.81859770707735e-46	2.08443814870682e-43	3.56569988247793e-16	True	True	Brain - Cerebellar Hemisphere	Heart - Left Ventricle	False	False	True	True	False
ENSG00000230417.11	Brain - Putamen (basal ganglia)	Cells - Cultured fibroblasts	0.5550951032861718	13	13.0	1.1108959287964e-05	4.03507965671285e-05	0.0004907809709643	True	True	Brain - Frontal Cortex (BA9)	Cells - Cultured fibroblasts	True	True	True	True	False
ENSG00000226696.5	Brain - Putamen (basal ganglia)	Heart - Left Ventricle	0.1538289350472683	13	13.0	0.0199400560232956	0.0440476478713957	0.0284081860922379	True	True	Brain - Putamen (basal ganglia)	Cells - Cultured fibroblasts	False	False	True	False	False
ENSG00000225953.2	Brain - Frontal Cortex (BA9)	Cells - Cultured fibroblasts	0.5642856516071224	13		0.133087521209685	0.208488642441111	0.0609516997780243	False	False			False	False	False	False	
ENSG00000241990.5	Cells - Cultured fibroblasts	Liver	0.0543834061498769	15	15.0	0.421838364234021	0.587670423522593	0.56344479227887	False	False	Brain - Frontal Cortex (BA9)	Heart - Atrial Appendage	True	True	True	False	True
ENSG00000233461.5	Brain - Frontal Cortex (BA9)	Brain - Putamen (basal ganglia)	0.0978478448843417	12	13.0	0.0232474595690206	0.178230523362491	0.057533939710338	False	False	Brain - Frontal Cortex (BA9)	Cells - Cultured fibroblasts	True	True	True	True	True
ENSG00000229980.4	Heart - Atrial Appendage	Liver	0.0688356031975883	17	17.0	5.07269707299888e-06	2.86607384624437e-05	0.0003797724708364	True	True	Liver	Muscle - Skeletal	False	False	True	True	False
ENSG00000229807.10	Brain - Putamen (basal ganglia)	Heart - Left Ventricle	0.3113136230728811	13	14.0	0.714141276148413	0.802314074757089	0.408068708185932	False	False	Brain - Putamen (basal ganglia)	Liver	False	False	True	False	False
ENSG00000234281.5	Lung	Muscle - Skeletal	0.0370186220688616	17		1.57492299071724e-05	6.34225744910456e-05	0.000558210577309	True	True			False	False	False	False	
ENSG00000226051.6	Brain - Putamen (basal ganglia)	Muscle - Skeletal	0.3633429200775371	15	14.0	0.0612269196853928	0.101530971132972	0.217454723427286	False	False	Brain - Putamen (basal ganglia)	Lung	True	True	True	False	True
ENSG00000231407.5	Brain - Cerebellar Hemisphere	Cells - Cultured fibroblasts	0.4106732802321856	15		1.55898826794504e-10	7.38637889709131e-10	1.14637305264308e-06	True	True			False	False	False	True	
ENSG00000242282.6	Brain - Putamen (basal ganglia)	Heart - Left Ventricle	0.3364031310154878	13	13.0	4.2848928619796e-33	5.88744279235997e-31	7.08892335539994e-11	True	True	Brain - Putamen (basal ganglia)	Cells - Cultured fibroblasts	True	True	True	True	True
ENSG00000218510.6	Brain - Cerebellar Hemisphere	Brain - Frontal Cortex (BA9)	0.0724589741636415	14	14.0	0.206845260795961	0.315619373513227	0.212474689320592	False	False	Brain - Frontal Cortex (BA9)	Liver	True	False	True	True	False
ENSG00000236404.8	Brain - Frontal Cortex (BA9)	Heart - Left Ventricle	0.5115250363765517	13	13.0	1.43737882138353e-11	2.78365616817233e-10	8.27411161310601e-08	True	True	Brain - Putamen (basal ganglia)	Heart - Left Ventricle	True	True	True	True	True
ENSG00000238142.1	Brain - Frontal Cortex (BA9)	Lung	0.1500481603392582	14	14.0	1.58305975345753e-06	6.81381768543566e-06	0.0003999176696132	True	True	Brain - Putamen (basal ganglia)	Lung	True	True	True	True	True
ENSG00000231721.6	Brain - Putamen (basal ganglia)	Lung	0.2907722198789882	14	14.0	0.0071128632220789	0.0137183753611844	0.0632733404023702	True	False	Brain - Cerebellar Hemisphere	Brain - Frontal Cortex (BA9)	True	True	True	True	False
ENSG00000233864.7	Cells - Cultured fibroblasts	Liver	0.335872177329563	15	15.0	0.0248023689664088	0.0574595329239005	0.0451236117489125	False	True	Brain - Putamen (basal ganglia)	Muscle - Skeletal	False	False	True	False	False
ENSG00000237037.9	Liver	Muscle - Skeletal	0.571075526484656	17	17.0	1.12993264432366e-14	2.02031956805071e-13	6.68509770484995e-07	True	True	Heart - Atrial Appendage	Lung	True	False	True	True	False
ENSG00000235954.6	Cells - Cultured fibroblasts	Muscle - Skeletal	0.3069534675852113	16	16.0	0.0051312134809718	0.0133694931131435	0.0090651531501994	True	True	Heart - Left Ventricle	Muscle - Skeletal	True	True	True	True	True
ENSG00000225733.5	Brain - Putamen (basal ganglia)	Cells - Cultured fibroblasts	0.0444650175658451	13	13.0	0.706746595475076	0.769518695945503	0.685626054162822	False	False	Brain - Frontal Cortex (BA9)	Heart - Left Ventricle	False	False	True	False	False
ENSG00000231920.1	Brain - Cerebellar Hemisphere	Brain - Putamen (basal ganglia)	0.1314584604968834	14	14.0	0.199301699821833	0.286918442857914	0.237351949623151	False	False	Brain - Cerebellar Hemisphere	Brain - Frontal Cortex (BA9)	False	True	True	False	False
ENSG00000224958.5	Brain - Cerebellar Hemisphere	Heart - Left Ventricle	0.1840742662602912	15	15.0	0.0003353068957211	0.0008066123925041	0.0016512597740248	True	True	Heart - Left Ventricle	Lung	True	True	True	False	True
ENSG00000237298.9	Brain - Frontal Cortex (BA9)	Cells - Cultured fibroblasts	0.9143828103847816	13	13.0	4.70715693036854e-05	0.0001719298433187	0.0007993215159907	True	True	Brain - Putamen (basal ganglia)	Cells - Cultured fibroblasts	True	True	True	True	True
ENSG00000230798.5	Heart - Atrial Appendage	Muscle - Skeletal	0.1239123164817669	18		2.08440606859841e-07	1.60523225972522e-06	0.0003453917422071	True	True			False	False	False	True	
ENSG00000226471.6	Cells - Cultured fibroblasts	Liver	0.2171464163685128	15	15.0	0.127093871763019	0.229930579829333	0.168422448660784	False	False	Cells - Cultured fibroblasts	Lung	False	False	True	False	False
ENSG00000233117.2	Cells - Cultured fibroblasts	Lung	0.1535222612174668	15	15.0	6.1062830003335e-16	2.15166129932804e-14	5.88973063367856e-07	True	True	Heart - Left Ventricle	Lung	True	True	True	True	True
ENSG00000235535.7	Heart - Left Ventricle	Muscle - Skeletal	0.4607869255632781	16	16.0	2.27149997106451e-42	9.90373987384126e-40	5.6176300470643104e-14	True	True	Heart - Atrial Appendage	Heart - Left Ventricle	True	True	True	True	True
ENSG00000238005.2	Liver	Lung	0.2252042577084745	16		7.19495412362126e-05	0.0003932464804408	0.0007085360787205	True	True			False	False	False	False	
ENSG00000237928.5	Brain - Frontal Cortex (BA9)	Muscle - Skeletal	0.3805361863611658	15	15.0	0.436844427501609	0.546550598324769	0.615974847819911	False	False	Brain - Frontal Cortex (BA9)	Heart - Atrial Appendage	False	False	True	False	False
ENSG00000224870.6	Brain - Cerebellar Hemisphere	Liver	0.1003791679028891	16	16.0	3.26832663377343e-07	1.18879934092452e-06	7.31773107415718e-06	True	True	Heart - Left Ventricle	Muscle - Skeletal	False	False	True	True	False
ENSG00000232310.6	Brain - Frontal Cortex (BA9)	Heart - Left Ventricle	0.3042137599873335	13	13.0	0.315838404381325	0.450028814532976	0.408882041134432	False	False	Brain - Putamen (basal ganglia)	Heart - Left Ventricle	True	True	True	False	False
ENSG00000230590.8	Brain - Cerebellar Hemisphere	Heart - Left Ventricle	0.1024754093020381	15	15.0	1.8012289045964e-15	1.82241983288577e-14	3.55109275370233e-07	True	True	Cells - Cultured fibroblasts	Liver	False	False	True	True	False
ENSG00000227953.6	Brain - Putamen (basal ganglia)	Muscle - Skeletal	0.2793267342649824	15	15.0	0.119937811925629	0.184509448157003	0.0680436461108945	False	False	Brain - Frontal Cortex (BA9)	Muscle - Skeletal	False	False	True	False	False
ENSG00000224023.10	Brain - Putamen (basal ganglia)	Heart - Atrial Appendage	0.236309183165156	15	15.0	0.46818841092721	0.560770334336928	0.413384381323902	False	False	Brain - Putamen (basal ganglia)	Muscle - Skeletal	False	False	True	False	False
ENSG00000228265.5	Brain - Cerebellar Hemisphere	Cells - Cultured fibroblasts	0.1403329877660697	15	15.0	1.14646612784198e-20	1.4320404178680702e-19	4.16123603490215e-09	True	True	Cells - Cultured fibroblasts	Liver	False	False	True	True	False
ENSG00000225484.6	Brain - Frontal Cortex (BA9)	Liver	0.139341933594354	14	14.0	2.66109771884851e-06	1.40966257539002e-05	0.0118893720206459	True	True	Brain - Putamen (basal ganglia)	Liver	True	True	True	True	True
ENSG00000239665.8	Brain - Frontal Cortex (BA9)	Liver	0.1847037755687942	14	14.0	1.38381500161899e-07	9.35268070059728e-07	0.0001530670217344	True	True	Brain - Cerebellar Hemisphere	Brain - Frontal Cortex (BA9)	True	True	True	True	True
ENSG00000250303.3	Heart - Left Ventricle	Liver	0.1803286481032421	15	15.0	1.37477032921311e-33	3.07032040190927e-31	4.79561617498126e-12	True	True	Brain - Cerebellar Hemisphere	Heart - Left Ventricle	True	True	True	True	True
ENSG00000244558.5	Brain - Frontal Cortex (BA9)	Cells - Cultured fibroblasts	0.67566583302041	13	13.0	4.88881221069703e-05	0.0001776225439084	0.0009736803011377	True	True	Brain - Putamen (basal ganglia)	Cells - Cultured fibroblasts	True	True	True	False	False
ENSG00000227373.5	Brain - Cerebellar Hemisphere	Heart - Left Ventricle	0.2166299282368429	15	16.0	5.72844457466385e-05	0.0001576467946947	0.0020381051650611	True	True	Heart - Atrial Appendage	Heart - Left Ventricle	False	False	True	True	False
ENSG00000226091.7	Brain - Frontal Cortex (BA9)	Cells - Cultured fibroblasts	0.4359881434925775	13	13.0	1.6655958312541099e-16	4.41062588391713e-15	1.62457606221566e-08	True	True	Brain - Putamen (basal ganglia)	Cells - Cultured fibroblasts	True	True	True	False	True
ENSG00000224843.6	Brain - Putamen (basal ganglia)	Liver	0.3482310399461198	14	14.0	0.0316677513696867	0.058420804483619	0.133598970100653	False	False	Brain - Frontal Cortex (BA9)	Liver	False	False	True	False	False
ENSG00000236671.7	Brain - Cerebellar Hemisphere	Cells - Cultured fibroblasts	0.1968861186758902	15		1.51336176829581e-08	5.57468919474113e-08	1.9628033861305e-05	True	True			False	False	False	True	
ENSG00000236255.1	Brain - Frontal Cortex (BA9)	Cells - Cultured fibroblasts	0.2929142019175332	13	14.0	0.316928122257141	0.425765877412764	0.519077084840916	False	False	Brain - Frontal Cortex (BA9)	Liver	False	False	True	False	False
