gene_id	n_isoforms	n_valid_tissues	lnc_isi
ENSG00000265142.8	3	3	0.0075202601689906765
ENSG00000232956.8	7	9	0.1503343962213318
ENSG00000264247.1	4	9	0.028210249805225095
ENSG00000266677.1	2	4	0.021427705385380122
ENSG00000264515.5	2	2	0.054744051930147045
ENSG00000264956.1	2	2	0.09771052404393077
ENSG00000264672.5	3	2	0.15511894293424877
ENSG00000264968.1	3	4	0.2737144392191526
ENSG00000215769.8	2	9	0.023717810499100524
ENSG00000263412.1	2	6	0.028787883164659463
ENSG00000266835.5	4	2	0.0011818219058186957
ENSG00000263958.1	2	2	0.030309426426690253
ENSG00000270820.5	5	9	0.2009653180045628
ENSG00000263400.6	7	3	0.11978153067654271
ENSG00000264589.2	3	3	0.034616709483100555
ENSG00000266010.1	3	4	0.10669257972842863
ENSG00000265055.1	2	3	0.0683939445421487
ENSG00000263603.1	2	3	0.002164609580102509
ENSG00000265479.6	3	9	0.01948361408806882
ENSG00000263766.5	4	3	0.27420205658887675
ENSG00000264734.1	2	2	0.005869716248055323
ENSG00000266402.3	2	9	0.040898823927721775
ENSG00000265542.5	2	2	1.1293436592252587e-07
ENSG00000265688.1	2	6	0.0
ENSG00000266053.2	3	6	0.2519150820854348
ENSG00000264569.1	2	8	0.0034809493032001994
ENSG00000279668.2	6	5	0.6184051535191479
ENSG00000267278.5	8	2	0.048326040533950364
ENSG00000267364.1	2	5	0.0034174916687994376
ENSG00000266916.5	5	7	0.1434116382165439
ENSG00000166770.10	7	9	0.13657699258708766
ENSG00000267080.5	5	9	0.12256326121057799
ENSG00000267121.5	5	7	0.09722298990790483
ENSG00000267659.5	3	3	0.22766694674449217
ENSG00000267383.6	6	3	0.1352967937013151
ENSG00000267470.5	7	5	0.2870612257369423
ENSG00000267586.6	10	5	0.7217957035228466
ENSG00000267454.5	4	9	0.3483559830192372
ENSG00000267198.1	4	6	0.4208721468110103
ENSG00000267106.5	7	9	0.04964894538404591
ENSG00000267649.1	2	2	0.3071844576101911
ENSG00000267575.6	9	9	0.16095183843537658
ENSG00000232006.8	7	3	0.14108793085144372
ENSG00000267248.1	2	8	0.07205088404373652
ENSG00000266903.1	3	5	0.3676371960519882
ENSG00000267302.5	2	9	0.06550785246779628
ENSG00000267737.1	2	2	0.004320507663499135
ENSG00000267605.5	5	8	0.04980443929141406
ENSG00000267053.6	4	3	0.023006563625974183
ENSG00000267750.5	2	3	0.038960377199858516
ENSG00000267270.5	4	4	0.1683221170405771
ENSG00000267009.6	4	3	0.10075836611103706
ENSG00000267199.1	3	5	0.06861260284568704
ENSG00000266904.5	7	7	0.4192086354603392
ENSG00000267128.1	3	3	0.06949094435074975
ENSG00000267280.5	5	6	0.21852012147828193
ENSG00000266993.3	2	4	0.011157766204584411
ENSG00000267665.1	4	3	0.02114419819947069
ENSG00000267265.5	3	2	0.008287150545304836
ENSG00000266921.1	2	6	0.051899161996236176
ENSG00000267279.1	2	6	0.04191558984148439
ENSG00000267058.1	2	9	0.031889137883200074
ENSG00000267254.5	4	8	0.17325716699333857
ENSG00000266970.1	2	3	0.0701501240578982
ENSG00000197291.8	4	2	0.05626476182344424
ENSG00000225313.5	8	7	0.40284218552588946
ENSG00000267421.6	5	8	0.3094402699352492
ENSG00000267751.5	4	5	0.17047531244963993
ENSG00000267452.1	2	4	0.011201168203230362
ENSG00000267169.1	3	9	0.19610226273082038
ENSG00000267107.6	6	8	0.04084736902287575
ENSG00000283633.1	4	6	0.44046478389127447
ENSG00000267432.5	3	2	0.004856718667981305
ENSG00000266947.1	2	3	0.008685157937357258
ENSG00000267072.2	2	4	0.2572708050278898
ENSG00000267251.2	2	2	0.008755756030673661
ENSG00000204282.4	2	7	0.017903174609499882
ENSG00000267322.2	3	7	0.19312645817444601
ENSG00000267014.5	3	3	0.020051016761788096
ENSG00000186019.10	2	6	0.07280027857982325
ENSG00000267002.2	4	9	0.1678443411705892
ENSG00000267260.1	2	3	0.0076174738057633445
ENSG00000267244.5	2	3	0.0
ENSG00000267757.4	2	2	0.011671502352068618
ENSG00000267040.6	2	9	0.16897041867926305
ENSG00000267321.2	2	9	0.013873815499332826
ENSG00000268061.5	2	9	0.0371787240443443
ENSG00000268895.5	7	7	0.39120851016540903
ENSG00000232098.3	2	9	0.013605810252910624
ENSG00000236778.7	16	9	0.21374467204294317
ENSG00000227195.10	8	3	0.10913440745931148
ENSG00000269386.5	3	9	0.011809646522637246
ENSG00000268388.5	7	3	0.02634436440765281
ENSG00000267858.5	3	7	0.03890780170111115
ENSG00000268119.5	6	4	0.15863551957401445
ENSG00000269352.1	3	8	0.12280261372362822
ENSG00000269834.5	4	9	0.07748544816111004
ENSG00000269793.5	5	6	0.03145974171853238
ENSG00000229692.3	2	2	0.0
ENSG00000268093.1	3	6	0.1880199012106571
ENSG00000268362.5	2	9	0.026257153928788975
ENSG00000269235.1	2	5	0.03603416768245907
ENSG00000268751.1	2	4	0.06031320969556183
ENSG00000269439.5	4	9	0.10946968752135748
ENSG00000268027.5	3	4	0.07021254539195394
ENSG00000268401.1	2	2	0.04234211123135534
ENSG00000268006.1	2	8	0.1099038158746405
ENSG00000268654.1	2	3	0.0010774535793692148
ENSG00000268189.2	2	4	0.07539593260059613
ENSG00000267871.5	2	9	0.04186628745782123
ENSG00000268230.5	2	6	0.0
ENSG00000268355.1	2	2	0.03618496311025687
ENSG00000269293.2	2	9	0.008688018067241695
ENSG00000269985.1	2	3	0.003870231480042596
ENSG00000270111.2	2	2	0.019845130760717235
ENSG00000270112.3	2	5	0.2554653509980154
ENSG00000270091.1	2	5	0.018647034236707598
ENSG00000269893.6	5	9	0.32085506722207846
ENSG00000270069.1	2	4	0.007339456666923475
ENSG00000270049.2	4	9	0.12204243699472837
ENSG00000271133.5	2	6	0.06336597345778346
ENSG00000271335.5	2	9	0.2310135176352931
ENSG00000270332.1	2	9	0.1595662182994848
ENSG00000271334.5	2	3	0.020294454436773676
ENSG00000271109.1	2	4	0.011449769760633187
ENSG00000271270.5	4	9	0.2530558912502478
ENSG00000271538.5	2	4	0.0
ENSG00000270547.5	2	3	0.01310245052128218
ENSG00000272146.5	3	6	0.1559058436707308
ENSG00000271858.5	5	4	0.330643104140241
ENSG00000271826.5	2	4	0.015803911285767174
ENSG00000271913.5	4	7	0.27116053774070037
ENSG00000272288.5	2	9	0.17566079988322758
ENSG00000272097.1	2	2	1.6923761663492243e-15
ENSG00000272070.1	2	4	0.0
ENSG00000271848.1	2	3	0.14412732729733208
ENSG00000272142.1	3	5	0.09658839641878655
ENSG00000272138.1	2	2	0.059109215463361675
ENSG00000273297.1	3	4	0.062147392519354056
ENSG00000273143.1	2	3	0.24856458093295444
ENSG00000273061.1	2	9	0.09422964100453914
ENSG00000272758.5	5	9	0.08326930119236362
ENSG00000272690.5	3	9	0.08815309965224
ENSG00000273247.5	5	9	0.059192274613750526
ENSG00000272599.2	2	2	0.0029424329484234457
ENSG00000273492.5	2	5	0.022738040087931028
ENSG00000273356.1	2	3	0.008245362138340095
ENSG00000272702.1	2	7	0.12867322961554278
ENSG00000272870.1	3	9	0.028677541834521144
ENSG00000272894.5	3	9	0.0009476174977860128
ENSG00000272568.5	3	4	0.026100331003638552
ENSG00000272693.3	2	8	0.0010424502703980116
ENSG00000272677.1	2	9	0.13258302319661674
ENSG00000231728.3	2	2	0.012614140281313581
ENSG00000275294.4	2	4	0.5753692321489077
ENSG00000278133.1	2	9	0.040514166394859344
ENSG00000274265.4	3	9	0.23223300028782778
ENSG00000273674.4	3	4	0.053866590879734125
ENSG00000278464.1	3	2	0.05042882050319216
ENSG00000276075.1	2	9	0.030387566275372466
ENSG00000276170.4	6	6	0.15156085593251917
ENSG00000226067.6	5	9	0.15308515070857995
ENSG00000278611.1	2	7	0.07939139329428888
ENSG00000275830.1	2	5	0.030194410473419052
ENSG00000278768.1	2	9	0.03638977380945681
ENSG00000203804.4	2	3	0.03260738142940951
ENSG00000277199.1	2	4	0.03353754473653363
ENSG00000276649.1	3	3	0.024772567066094042
ENSG00000278390.4	3	4	0.06743412155090614
ENSG00000278156.1	2	4	0.01399505190862229
ENSG00000278175.3	5	9	0.3217892733088127
ENSG00000274253.4	3	7	0.10793843995739968
ENSG00000274333.4	10	4	0.5087200523762815
ENSG00000275496.4	3	5	0.0383444405900393
ENSG00000279082.3	4	3	0.011906830195853691
ENSG00000278932.3	6	9	0.15079348075357663
ENSG00000280145.3	6	9	0.4236420397242566
ENSG00000280018.3	2	9	0.20199064160553562
ENSG00000280081.3	3	2	0.0
ENSG00000279762.3	2	5	0.003252428747780551
ENSG00000278903.3	3	4	0.016532791150219793
ENSG00000279168.2	2	3	0.004478727324321759
ENSG00000279094.3	2	9	0.0016044195457620614
ENSG00000279750.3	2	2	0.02830930559931359
ENSG00000281649.1	7	9	0.016724458531188924
ENSG00000280734.2	5	9	0.095207412927929
ENSG00000280739.2	6	5	0.18748336335646087
ENSG00000280721.1	3	4	0.03818727765478518
ENSG00000281657.2	3	2	0.0
ENSG00000281162.2	2	2	0.0074319282449962585
ENSG00000281357.2	3	2	0.02327704161686301
ENSG00000280832.1	2	8	0.04080113317390856
ENSG00000280623.1	3	9	0.03114046074410067
ENSG00000280870.2	4	3	0.07873684730097492
ENSG00000281392.1	4	9	0.04275009990812721
ENSG00000281103.1	2	4	0.32694681558403804
ENSG00000282508.1	27	9	0.20781720164922166
ENSG00000282024.1	2	3	0.1501300751241446
ENSG00000282851.1	11	7	0.20324053489133667
ENSG00000282917.1	2	2	0.0015638696318774955
ENSG00000283108.1	2	4	0.16965833023200677
ENSG00000282885.1	2	2	0.023652689770785253
ENSG00000282943.1	2	3	0.04155632773521452
ENSG00000228526.6	2	6	0.03197729472949801
ENSG00000283128.1	4	2	0.6718076011669105
ENSG00000283674.1	4	9	0.13176901646468872
ENSG00000283458.1	2	3	0.09890584760489546
ENSG00000283196.1	4	9	0.17739934639903301
ENSG00000203809.6	4	2	0.13052756568455487
ENSG00000283352.1	2	4	0.08880564332895832
ENSG00000283462.1	4	2	0.06873016763400158
ENSG00000283213.1	2	3	0.15441077025432354
ENSG00000283380.1	4	2	0.11684543667029533
ENSG00000283503.1	3	2	0.014452874474364611
ENSG00000284052.1	5	9	0.18458691387565912
ENSG00000284428.1	11	9	0.13229960493824233
ENSG00000284196.1	5	9	0.3542564214464665
ENSG00000284543.1	5	9	0.12990559207360744
ENSG00000283886.1	2	8	0.05750696479554855
ENSG00000283897.1	4	4	0.2395002699318995
