gene_id	switch_sig	q_rank_cpm	de_rank_tpm	de_rank_cpm	de_deseq2	de_edger
ENSG00000204054.13	True	5.429286843402436e-07	True	True	True	True
ENSG00000224424.7	False	0.1221434192350629	True	False	True	True
ENSG00000231609.5	False	3.164855759176246e-06	True	True	True	True
ENSG00000230091.6	False	0.5489068905502952	False	False	True	True
ENSG00000226308.1	False	0.036221534445405434	False	True	True	True
ENSG00000223949.6	False	0.005926453833758826	True	True	True	True
ENSG00000237950.1	False	0.050097586046034995	False	False	True	True
ENSG00000232931.5	False	7.1549329832110635e-06	True	True	True	True
ENSG00000174403.15	False	0.00023628190334131077	True	True	True	True
ENSG00000179935.9	False	0.20728163673519096	True	False	True	True
ENSG00000233895.1	False	0.5755431148882839	False	False	True	True
ENSG00000234546.3	False	0.0037924745266262223	True	True	True	True
ENSG00000234899.9	True	0.00011880246775196932	True	True	True	True
ENSG00000223969.5	True	0.0020368616810856445	True	True	True	True
ENSG00000231074.8	True	3.4930603633494534e-05	True	True	True	True
ENSG00000235092.5	True	0.00011155009724354133	True	True	True	True
ENSG00000232677.6	True	1.3447667966143548e-05	True	True	True	True
ENSG00000234072.1	False	1.3337554281866127e-06	True	True	True	True
ENSG00000225342.2	False	0.001415623844134899	True	True	True	True
ENSG00000225518.2	False	0.14382219160463694	True	False	True	True
ENSG00000228878.7	False	0.008960009277551768	True	True	True	True
ENSG00000241769.7	False	0.006439739286650221	True	True	True	True
ENSG00000237232.7	False	0.1229331925099174	False	False	True	True
ENSG00000230185.4	False	0.9302885374562155	False	False	True	True
ENSG00000237737.5	False	0.008656504555405682	True	True	True	True
ENSG00000225889.7	False	0.015082942522415566	True	True	True	True
ENSG00000231871.5	False	0.31648314911976755	True	False	True	True
ENSG00000225265.1	True	0.00022428006906831922	True	True	True	True
ENSG00000235703.5	True	0.0974706517433406	False	False	True	True
ENSG00000234327.7	True	0.0008826153512854014	True	True	True	True
ENSG00000233639.5	True	0.007581466206992925	True	True	True	True
ENSG00000234690.6	False	0.06150715426096781	True	False	True	True
ENSG00000224032.6	True	1.5004284856656717e-06	True	True	True	True
ENSG00000226419.7	True	0.0005247180402179917	True	True	True	True
ENSG00000242628.5	False	0.11583783737247631	True	False	True	True
ENSG00000236423.5	False	0.049441627369128535	False	True	True	True
ENSG00000224597.9	True	0.0008982119153726681	True	True	True	True
ENSG00000237883.1	False	0.003536082296034169	True	True	True	True
ENSG00000227028.6	True	0.5039643727748975	False	False	True	True
ENSG00000237413.5	False	0.041001896055653006	True	True	True	True
ENSG00000231365.5	False	0.000917700560081419	True	True	True	True
ENSG00000235770.5	False	0.00520244348180978	True	True	True	True
ENSG00000231013.1	False	0.5088202255760588	False	False	True	True
ENSG00000228798.1	False	0.25402522660685123	False	False	True	True
ENSG00000225206.8	False	0.11583783737247631	False	False	True	True
ENSG00000229043.2	False	0.0040664528692263965	True	True	True	True
ENSG00000196756.11	True	1.7596595495619645e-05	True	True	True	True
ENSG00000238276.5	False	0.18831635677064745	False	False	True	True
ENSG00000224272.2	False	0.5437749415929579	False	False	True	True
ENSG00000232973.11	False	0.002703959756557502	True	True	True	True
ENSG00000236830.6	False	3.4930603633494534e-05	True	True	True	True
ENSG00000236859.6	True	0.00023195264119926217	True	True	True	True
ENSG00000233237.6	True	0.023632907964469565	False	True	True	True
ENSG00000233008.5	True	0.006709107773314835	False	True	True	True
ENSG00000224660.1	False	4.790494440915191e-06	True	True	True	True
ENSG00000242125.3	True	4.397043973857064e-06	True	True	True	True
ENSG00000225554.1	False	0.0004283034946729448	True	True	True	True
ENSG00000226688.6	True	0.037789715453196905	True	True	True	True
ENSG00000229656.6	False	0.6755273346257504	False	False	True	True
ENSG00000224078.13	True	2.3878847472001724e-06	True	True	True	True
ENSG00000226674.8	False	0.15283542363516628	False	False	True	True
ENSG00000225470.7	True	0.00022428006906831922	True	True	True	True
