gene_id	switch_sig	padj_deseq2	padj_edger	gene_de_kw	gene_de_deseq2	gene_de_edger	visibility_kw	visibility_deseq2	visibility_edger
ENSG00000283458.1	False	3.0270466736829897e-12	4.3778537764999205e-09	False	True	True	none	gene_only	gene_only
ENSG00000283196.1	True	9.66532755467239e-72	5.222511435824339e-26	True	True	True	visible	visible	visible
ENSG00000203809.6	False	3.1699465269284e-09	1.57121402483194e-12	False	True	True	none	gene_only	gene_only
ENSG00000283352.1	False	7.53844684259633e-06	9.71820651183056e-05	False	True	True	none	gene_only	gene_only
ENSG00000283462.1	False	9.21699654787224e-10	4.19471708615054e-11	False	True	True	none	gene_only	gene_only
ENSG00000283213.1	True	0.0002805469856183	2.27913867742991e-05	False	True	True	silent	visible	visible
ENSG00000283380.1	False	0.0012340697037457	0.0001218878136025	False	True	True	none	gene_only	gene_only
ENSG00000283503.1	False	0.0032438854101956	7.38859147234654e-07	False	True	True	none	gene_only	gene_only
ENSG00000284052.1	False	1.18323293196465e-52	8.99496395656285e-19	True	True	True	gene_only	gene_only	gene_only
ENSG00000284428.1	True	1.43363102513746e-26	1.30165881570937e-14	True	True	True	visible	visible	visible
ENSG00000284196.1	True	5.67598455087003e-36	3.14025621833328e-17	True	True	True	visible	visible	visible
