gene_id	switch_sig	padj_deseq2	padj_edger	gene_de_kw	gene_de_deseq2	gene_de_edger	visibility_kw	visibility_deseq2	visibility_edger
ENSG00000232774.7	True	1.8336392452601698e-11	8.50885875340663e-08	True	True	True	visible	visible	visible
ENSG00000231607.10	False	2.65472931009526e-12	4.62410676654793e-08	True	True	True	gene_only	gene_only	gene_only
ENSG00000149656.8	False	1.2520182012490902e-15	9.931393058448861e-15	True	True	True	gene_only	gene_only	gene_only
ENSG00000161149.12	False	2.48222421882274e-58	3.17023666053676e-27	True	True	True	gene_only	gene_only	gene_only
ENSG00000232527.7	True	1.74138095160717e-66	1.44321793541461e-25	True	True	True	visible	visible	visible
ENSG00000163364.9	False	2.5455706682769197e-70	7.56809007801525e-32	True	True	True	gene_only	gene_only	gene_only
ENSG00000215241.3	False	4.43651177996796e-25	2.7926213430897202e-15	True	True	True	gene_only	gene_only	gene_only
ENSG00000170161.6	False	0.0159497936011715	0.005754413944139	False	True	True	none	gene_only	gene_only
ENSG00000170846.16	True	0.0038705406269167	0.0054052218310651	True	True	True	visible	visible	visible
ENSG00000172965.14	True	8.14661428225639e-65	4.9319642193502696e-26	True	True	True	visible	visible	visible
ENSG00000174171.5	False	9.851636464867821e-61	9.125068381005889e-30	True	True	True	gene_only	gene_only	gene_only
ENSG00000272752.6	False	1.9374928493674498e-36	2.7824955132391597e-18	True	True	True	gene_only	gene_only	gene_only
ENSG00000179136.6	False	4.40771037350955e-08	6.12002250298494e-08	True	True	True	gene_only	gene_only	gene_only
ENSG00000179523.4	False	1.06645761417656e-24	8.31697819946869e-13	True	True	True	gene_only	gene_only	gene_only
ENSG00000176593.7	False	1.3766072264697499e-34	1.4660818736758e-17	True	True	True	gene_only	gene_only	gene_only
ENSG00000177738.3	True	6.34530511100222e-57	3.65863447436863e-24	True	True	True	visible	visible	visible
ENSG00000177337.7	True	4.08155134125317e-28	2.3144609241494498e-16	True	True	True	visible	visible	visible
ENSG00000176840.11	False	1.4828859132698602e-23	8.797206927669999e-25	True	True	True	gene_only	gene_only	gene_only
ENSG00000180769.8	True	1.8349443157900802e-20	4.773712567378399e-12	True	True	True	visible	visible	visible
ENSG00000177406.4	False	7.65893473241923e-09	6.49627441047242e-07	True	True	True	gene_only	gene_only	gene_only
ENSG00000177133.10	False	7.69225052186932e-46	1.92794426441084e-23	True	True	True	gene_only	gene_only	gene_only
ENSG00000175611.11	True	9.07674484752435e-18	6.08516845701622e-10	True	True	True	visible	visible	visible
ENSG00000214184.3	False	6.78370852859139e-05	0.0003871297380133	False	True	True	none	gene_only	gene_only
ENSG00000242791.2	False	2.39678308533407e-26	2.52187937132321e-16	False	True	True	none	gene_only	gene_only
ENSG00000176912.3	False	1.3873550272907301e-37	2.9696127235661904e-23	True	True	True	gene_only	gene_only	gene_only
ENSG00000176728.7	True	0.307606778467522	0.0020798989510031	True	False	True	visible	silent	visible
ENSG00000178803.10	False	8.86196111638944e-97	2.19105444567554e-32	True	True	True	gene_only	gene_only	gene_only
ENSG00000177410.12	True	4.27601973973435e-89	3.84530630113295e-27	True	True	True	visible	visible	visible
ENSG00000185837.3	True	6.55425214820546e-22	1.02726047064977e-13	True	True	True	visible	visible	visible
ENSG00000183250.11	False	1.78622267460233e-07	2.20858423425331e-05	False	True	True	none	gene_only	gene_only
ENSG00000170919.15	True	1.0409072682737001e-16	2.8020109319987903e-09	True	True	True	visible	visible	visible
ENSG00000185847.7	False	2.21819667296443e-34	6.71673653136448e-27	False	True	True	none	gene_only	gene_only
ENSG00000182109.7	True	2.2387252040986604e-19	1.6925205354174299e-12	True	True	True	visible	visible	visible
ENSG00000222041.10	True	3.20393261139141e-69	3.42621964224973e-27	True	True	True	visible	visible	visible
ENSG00000185168.5	False	2.2469059788622302e-15	6.38747162479245e-12	False	True	True	none	gene_only	gene_only
ENSG00000183308.6	False	1.34673795394305e-35	1.02756609605292e-21	False	True	True	none	gene_only	gene_only
ENSG00000189223.14	True	4.48757137797484e-24	1.29678167461829e-16	True	True	True	visible	visible	visible
ENSG00000182648.11	True	7.26631105716911e-07	7.27440615333424e-05	True	True	True	visible	visible	visible
ENSG00000182873.5	False	2.8845972937749604e-17	5.43622664999501e-13	True	True	True	gene_only	gene_only	gene_only
ENSG00000186594.14	True	1.46212515758944e-48	1.2218677366239002e-21	True	True	True	visible	visible	visible
ENSG00000186615.10	True	9.77059446939645e-19	4.7664472188172594e-11	True	True	True	visible	visible	visible
ENSG00000228463.9	False	1.29189616891728e-06	8.68423931833407e-05	True	True	True	gene_only	gene_only	gene_only
ENSG00000249087.6	True	1.5243041322253e-18	2.05907409941491e-13	True	True	True	visible	visible	visible
ENSG00000204588.5	False	3.2051653192105398e-12	2.2981176292658896e-11	False	True	True	none	gene_only	gene_only
ENSG00000270580.5	False	3.03745207079011e-09	2.62074831857311e-07	True	True	True	gene_only	gene_only	gene_only
ENSG00000188185.11	False	1.06645391173069e-18	1.80581680162977e-14	True	True	True	gene_only	gene_only	gene_only
ENSG00000188825.13	False	6.7289412523698895e-12	4.49748088432784e-07	True	True	True	gene_only	gene_only	gene_only
ENSG00000188242.4	False	1.57663074914239e-16	4.25387026624686e-08	True	True	True	gene_only	gene_only	gene_only
ENSG00000188511.12	False	2.61127382011552e-27	1.12716004398987e-17	True	True	True	gene_only	gene_only	gene_only
ENSG00000232110.7	False	1.26905724504948e-28	1.1448374695401e-20	True	True	True	gene_only	gene_only	gene_only
ENSG00000196167.9	True	1.83339959644588e-46	4.8615822571753404e-23	True	True	True	visible	visible	visible
ENSG00000196295.11	True	4.70251929911706e-07	7.27485072284327e-05	True	True	True	visible	visible	visible
ENSG00000198468.7	True	0.00147070132723	0.0023315242599526	False	True	True	silent	visible	visible
ENSG00000197934.8	False	4.67817456147685e-06	1.98832840284823e-05	False	True	True	none	gene_only	gene_only
ENSG00000236882.7	True	5.31225147039598e-155	1.1928929203781402e-44	True	True	True	visible	visible	visible
ENSG00000174365.19	True	2.44952334031018e-06	0.0001903017189662	True	True	True	visible	visible	visible
ENSG00000198221.8	False	1.73800342276435e-12	7.84996761412818e-11	False	True	True	none	gene_only	gene_only
ENSG00000182165.17	True	7.22553043404372e-45	4.5318411204113396e-18	True	True	True	visible	visible	visible
ENSG00000251301.6	True	1.4299044087813802e-44	1.3699159927688601e-24	True	True	True	visible	visible	visible
ENSG00000197182.14	True	1.5067125097874601e-19	2.40589566555751e-13	True	True	True	visible	visible	visible
ENSG00000242687.2	False	3.04073624966918e-08	6.91338370320497e-05	True	True	True	gene_only	gene_only	gene_only
ENSG00000256925.2	True	1.89606210708262e-59	1.15050392276196e-22	False	True	True	silent	visible	visible
ENSG00000234222.6	False	0.373239194908974	0.402785389904037	False	False	False	none	none	none
ENSG00000203279.3	False	5.1018282405793e-06	8.33960917028339e-06	True	True	True	gene_only	gene_only	gene_only
ENSG00000228010.5	True	4.7038102670251e-05	0.0001085226649015	True	True	True	visible	visible	visible
ENSG00000231312.6	True	6.31242131290787e-29	9.53939656264007e-14	True	True	True	visible	visible	visible
ENSG00000249684.5	False	2.18535813954863e-50	3.74480912707397e-24	True	True	True	gene_only	gene_only	gene_only
ENSG00000179818.13	True	6.87990372517387e-14	5.3821269315750405e-09	True	True	True	visible	visible	visible
ENSG00000240401.8	True	6.36369008323353e-05	0.0009569364404642	False	True	True	silent	visible	visible
ENSG00000203506.5	False	3.41227966141437e-32	1.03081489823449e-19	False	True	True	none	gene_only	gene_only
ENSG00000234912.11	True	2.56021641085682e-14	3.9345254678191903e-10	True	True	True	visible	visible	visible
ENSG00000235257.8	False	6.87806581833969e-20	9.599933098808459e-11	True	True	True	gene_only	gene_only	gene_only
ENSG00000223482.7	True	3.93526801818597e-46	7.073515910069731e-19	True	True	True	visible	visible	visible
ENSG00000146521.9	False	1.5628193631341298e-128	6.3194796058444095e-43	True	True	True	gene_only	gene_only	gene_only
ENSG00000225511.6	False	7.05635361067728e-54	4.73795215921473e-29	True	True	True	gene_only	gene_only	gene_only
ENSG00000233452.6	True	4.0360545010861e-32	1.90723106963863e-21	True	True	True	visible	visible	visible
ENSG00000213057.5	True	5.58361403730112e-16	1.4308093579050199e-12	True	True	True	visible	visible	visible
ENSG00000203739.3	False	3.34459451095844e-14	1.85863591446792e-08	True	True	True	gene_only	gene_only	gene_only
ENSG00000203808.10	False	1.85071877977037e-89	2.78395406266408e-34	True	True	True	gene_only	gene_only	gene_only
ENSG00000203865.9	False	6.58902993625978e-17	7.19428102944351e-10	True	True	True	gene_only	gene_only	gene_only
ENSG00000203875.10	True	9.559112191088561e-53	1.3580438823983e-22	True	True	True	visible	visible	visible
ENSG00000203876.9	True	2.19674424757699e-36	2.45515511149676e-19	True	True	True	visible	visible	visible
ENSG00000174407.13	False	1.34802910600269e-182	8.376126581941649e-42	True	True	True	gene_only	gene_only	gene_only
ENSG00000203930.10	True	3.87477053659612e-38	1.50892845032737e-29	True	True	True	visible	visible	visible
ENSG00000203987.2	False	1.3585438803356e-36	1.9746032843065402e-17	True	True	True	gene_only	gene_only	gene_only
ENSG00000203993.4	False	2.87172854834025e-16	4.69346083370134e-08	True	True	True	gene_only	gene_only	gene_only
ENSG00000203999.8	False	8.6355067610332e-15	1.2735109196955e-12	False	True	True	none	gene_only	gene_only
ENSG00000226711.6	False	3.5945539033708e-70	6.59538914520652e-26	True	True	True	gene_only	gene_only	gene_only
ENSG00000204055.4	False	6.26016168633629e-12	7.95581287637092e-13	True	True	True	gene_only	gene_only	gene_only
ENSG00000125804.13	False	1.6249788166220801e-74	1.21302627269048e-30	True	True	True	gene_only	gene_only	gene_only
ENSG00000204706.14	False	0.0023220380783872	0.0001756949764132	False	True	True	none	gene_only	gene_only
ENSG00000204792.2	True	0.127578725495013	0.0009922020069453	False	False	True	silent	silent	visible
ENSG00000204802.3	False	0.0930662440230206	0.105107588812295	False	False	False	none	none	none
ENSG00000204860.4	False	2.28787253631899e-160	5.4584795644153296e-33	True	True	True	gene_only	gene_only	gene_only
ENSG00000204929.12	True	0.0019303636118506	0.0021297028335019	False	True	True	silent	visible	visible
ENSG00000168405.15	True	2.08033450492734e-39	3.79707074850921e-18	True	True	True	visible	visible	visible
ENSG00000205037.2	True	7.336139764732201e-16	3.3528775247498e-14	True	True	True	visible	visible	visible
ENSG00000205181.5	False	2.16646559833742e-17	9.62225520472426e-13	True	True	True	gene_only	gene_only	gene_only
ENSG00000120664.10	False	4.28194398837375e-08	4.00383854919778e-06	False	True	True	none	gene_only	gene_only
ENSG00000234449.2	False	8.28158228846115e-07	7.76110788118735e-06	True	True	True	gene_only	gene_only	gene_only
ENSG00000237945.7	False	4.05166954825016e-35	2.42362832847988e-18	True	True	True	gene_only	gene_only	gene_only
ENSG00000205696.4	False	1.0464570389827e-12	2.13742591577824e-13	True	True	True	gene_only	gene_only	gene_only
ENSG00000205740.2	False	0.163603753117222	0.0894792063494006	False	False	False	none	none	none
ENSG00000248932.5	False	1.94269514502801e-16	3.40102732561015e-09	True	True	True	gene_only	gene_only	gene_only
ENSG00000205885.7	False	8.52928711133721e-48	2.5094365897906897e-22	True	True	True	gene_only	gene_only	gene_only
ENSG00000237975.6	False	0.0371943514521612	0.0181587865133304	False	True	True	none	gene_only	gene_only
ENSG00000205913.6	False	7.37309144787482e-10	2.58342122718941e-08	True	True	True	gene_only	gene_only	gene_only
ENSG00000205930.8	False	0.0767337477343653	0.10547188228228	False	False	False	none	none	none
ENSG00000206187.3	False	0.0230388811000168	1.24662559826588e-10	False	True	True	none	gene_only	gene_only
ENSG00000206195.10	False	1.82324031731086e-12	6.820413954582499e-12	False	True	True	none	gene_only	gene_only
ENSG00000206417.8	True	5.6858991844374104e-09	2.33747203281387e-06	True	True	True	visible	visible	visible
ENSG00000206567.9	False	6.49630399297244e-05	0.0002437340403281	False	True	True	none	gene_only	gene_only
ENSG00000203288.3	False	4.58608540413235e-41	3.98861874485368e-23	True	True	True	gene_only	gene_only	gene_only
ENSG00000224043.7	True	0.000153216638561	0.0004372721630989	True	True	True	visible	visible	visible
ENSG00000233175.2	True	6.08693254281084e-54	5.16523374836309e-26	True	True	True	visible	visible	visible
ENSG00000247498.9	False	2.6122366827213e-27	9.77770243164566e-17	True	True	True	gene_only	gene_only	gene_only
ENSG00000227540.1	True	3.2718517801326e-07	4.57030539139523e-06	True	True	True	visible	visible	visible
ENSG00000177335.10	True	1.5062393406056699e-12	1.03057183690887e-08	True	True	True	visible	visible	visible
ENSG00000224281.4	True	0.0005639716532161	0.0009135092189348	False	True	True	silent	visible	visible
ENSG00000220575.7	False	1.27572267761802e-132	1.86852667470591e-24	True	True	True	gene_only	gene_only	gene_only
ENSG00000236432.7	False	2.09592779578258e-06	9.59332734055895e-06	False	True	True	none	gene_only	gene_only
ENSG00000213963.6	False	7.65893473241923e-09	2.84171195101076e-06	True	True	True	gene_only	gene_only	gene_only
ENSG00000232807.2	False	2.23919281928282e-33	7.68801680232391e-19	True	True	True	gene_only	gene_only	gene_only
ENSG00000214049.6	False	1.18367544366676e-08	4.63107084237773e-08	False	True	True	none	gene_only	gene_only
ENSG00000214106.7	True	2.6856930342552297e-11	1.00654588716712e-06	True	True	True	visible	visible	visible
ENSG00000214293.8	True	2.4336618834987697e-22	4.3976416020656004e-10	True	True	True	visible	visible	visible
ENSG00000214353.7	False	3.14127713842278e-21	4.6590100177142305e-15	False	True	True	none	gene_only	gene_only
ENSG00000214401.4	True	1.15930753500656e-08	1.92345638545191e-07	False	True	True	silent	visible	visible
ENSG00000214548.14	True	2.5455706682769197e-70	6.69108645599139e-29	True	True	True	visible	visible	visible
ENSG00000236200.5	False	0.0005453147343178	0.0013909848328701	True	True	True	gene_only	gene_only	gene_only
ENSG00000214719.11	False	0.000106560834405	0.0027033034799764	True	True	True	gene_only	gene_only	gene_only
ENSG00000214900.9	True	5.45971383272372e-15	1.75983163824823e-10	True	True	True	visible	visible	visible
ENSG00000214922.9	True	1.17638562012489e-21	4.6724070398329294e-12	True	True	True	visible	visible	visible
ENSG00000186960.10	True	7.543509724201929e-12	9.97221788719214e-29	True	True	True	visible	visible	visible
ENSG00000215022.7	False	2.44778866444236e-05	1.269197371029e-05	False	True	True	none	gene_only	gene_only
ENSG00000215039.6	True	1.15151900839317e-35	2.45016074648419e-16	True	True	True	visible	visible	visible
ENSG00000215067.9	True	8.21476779168277e-22	4.95992907158968e-09	True	True	True	visible	visible	visible
ENSG00000215068.7	True	5.644547205194441e-45	1.16273051899897e-22	True	True	True	visible	visible	visible
ENSG00000215256.3	True	4.53166754521545e-32	1.16307101994083e-17	True	True	True	visible	visible	visible
ENSG00000215386.11	True	6.09516902647988e-73	1.32905328612178e-25	True	True	True	visible	visible	visible
ENSG00000215447.7	False	2.3649953964773997e-37	3.95090271851206e-17	True	True	True	gene_only	gene_only	gene_only
ENSG00000215483.9	True	3.2540727055938802e-21	4.4691458717485e-18	True	True	True	visible	visible	visible
ENSG00000242349.5	False	1.44973738789757e-161	1.03244097492264e-55	True	True	True	gene_only	gene_only	gene_only
ENSG00000215859.8	False	4.79937153271783e-36	1.50203958439273e-21	True	True	True	gene_only	gene_only	gene_only
ENSG00000215866.7	False	5.42927571169184e-16	5.83320389108388e-12	True	True	True	gene_only	gene_only	gene_only
ENSG00000216895.9	True	1.22332686138975e-74	1.3788794964961201e-24	True	True	True	visible	visible	visible
ENSG00000218416.4	False	9.54180118409781e-19	8.5825972515039e-14	False	True	True	none	gene_only	gene_only
ENSG00000219665.8	True	7.8740328925163e-30	7.68888280597622e-16	True	True	True	visible	visible	visible
ENSG00000221819.5	False	4.3051569238567705e-14	1.18254722483729e-12	True	True	True	gene_only	gene_only	gene_only
ENSG00000186235.10	False	1.87864004341351e-12	6.732573870409099e-13	True	True	True	gene_only	gene_only	gene_only
ENSG00000222020.2	True	0.0175751345219106	0.0216920566672622	True	True	True	visible	visible	visible
ENSG00000231742.5	False	1.66400406208233e-14	1.20670950101157e-10	False	True	True	none	gene_only	gene_only
ENSG00000224429.7	False	1.95304782742577e-07	7.67890782216673e-07	True	True	True	gene_only	gene_only	gene_only
ENSG00000234494.7	False	5.37776682606882e-10	1.11397889811574e-07	True	True	True	gene_only	gene_only	gene_only
ENSG00000232442.1	True	8.99281486049461e-27	3.5418828600474e-13	True	True	True	visible	visible	visible
ENSG00000230387.2	False	7.492621249312499e-12	6.28773917152003e-13	False	True	True	none	gene_only	gene_only
ENSG00000226950.6	True	1.1170100415527898e-28	3.97429110759101e-13	True	True	True	visible	visible	visible
ENSG00000223745.7	True	3.86155306227923e-35	9.693745407557741e-17	True	True	True	visible	visible	visible
ENSG00000225331.1	False	8.95537558944336e-39	1.1229683213237501e-21	True	True	True	gene_only	gene_only	gene_only
ENSG00000229956.10	True	0.0003145963397302	0.0005165120431321	False	True	True	silent	visible	visible
ENSG00000231170.5	True	2.17181882848203e-10	3.76750563387519e-07	True	True	True	visible	visible	visible
ENSG00000226644.5	False	3.10297897898354e-08	8.76076417721383e-09	False	True	True	none	gene_only	gene_only
ENSG00000130600.17	True	1.93708493430127e-72	8.93607010853121e-29	True	True	True	visible	visible	visible
ENSG00000234741.7	True	6.36947270416829e-75	4.0140789956883e-26	True	True	True	visible	visible	visible
ENSG00000229891.1	False	1.1830277497323401e-15	1.71713402943558e-12	True	True	True	gene_only	gene_only	gene_only
ENSG00000228274.3	False	2.5936897151155902e-14	2.80289676090293e-08	True	True	True	gene_only	gene_only	gene_only
ENSG00000229847.8	False	1.04151704695897e-72	3.03491671858219e-30	True	True	True	gene_only	gene_only	gene_only
ENSG00000179406.7	False	6.4050816613324e-11	8.14557283702383e-08	True	True	True	gene_only	gene_only	gene_only
ENSG00000204261.8	False	4.07457367861053e-82	1.01957436876329e-27	True	True	True	gene_only	gene_only	gene_only
ENSG00000237491.8	False	9.073386082181531e-24	1.73535883592616e-13	True	True	True	gene_only	gene_only	gene_only
ENSG00000225194.2	False	2.28678465120642e-29	1.1708269309244e-20	True	True	True	gene_only	gene_only	gene_only
ENSG00000204054.13	True	8.49972414738424e-57	8.00015647252808e-23	True	True	True	visible	visible	visible
ENSG00000224424.7	False	1.48459140992435e-07	1.11962420398169e-05	True	True	True	gene_only	gene_only	gene_only
ENSG00000231609.5	False	1.4656061232161399e-33	3.35266710698867e-17	True	True	True	gene_only	gene_only	gene_only
ENSG00000230091.6	False	1.53992776601205e-08	7.31714618618206e-07	False	True	True	none	gene_only	gene_only
ENSG00000226308.1	False	1.37221837622268e-41	7.900401510304399e-19	False	True	True	none	gene_only	gene_only
ENSG00000223949.6	False	1.60952621251546e-10	4.69861588196964e-09	True	True	True	gene_only	gene_only	gene_only
ENSG00000237950.1	False	1.22007273279192e-06	1.89113348554292e-06	False	True	True	none	gene_only	gene_only
ENSG00000232931.5	False	2.06712514763788e-35	6.22018619037545e-16	True	True	True	gene_only	gene_only	gene_only
ENSG00000174403.15	False	8.723787091090951e-111	5.2800292203114295e-34	True	True	True	gene_only	gene_only	gene_only
ENSG00000179935.9	False	5.83845469346036e-08	4.14689667586557e-07	True	True	True	gene_only	gene_only	gene_only
ENSG00000233895.1	False	7.98898401146218e-17	7.688677834928379e-12	False	True	True	none	gene_only	gene_only
ENSG00000234546.3	False	1.59454672716789e-74	1.58815785768292e-34	True	True	True	gene_only	gene_only	gene_only
ENSG00000234899.9	True	1.52666179136393e-55	2.65566278639093e-25	True	True	True	visible	visible	visible
ENSG00000223969.5	True	1.97271759448239e-05	5.72344389281211e-05	True	True	True	visible	visible	visible
ENSG00000231074.8	True	1.4036128359696902e-19	7.33208982964738e-11	True	True	True	visible	visible	visible
ENSG00000235092.5	True	3.24158019889989e-75	7.302244847434319e-30	True	True	True	visible	visible	visible
ENSG00000232677.6	True	1.01485300343374e-35	4.36758822107646e-16	True	True	True	visible	visible	visible
ENSG00000234072.1	False	5.76605128099407e-26	1.58152512901135e-12	True	True	True	gene_only	gene_only	gene_only
ENSG00000225342.2	False	1.0145591560418801e-39	3.89978215487186e-26	True	True	True	gene_only	gene_only	gene_only
ENSG00000225518.2	False	1.597203887785e-10	1.17351285949622e-08	True	True	True	gene_only	gene_only	gene_only
ENSG00000228878.7	False	0.0001052995702543	0.0001058753143823	True	True	True	gene_only	gene_only	gene_only
ENSG00000241769.7	False	1.89397246794116e-09	6.7808242448116e-07	True	True	True	gene_only	gene_only	gene_only
ENSG00000237232.7	False	6.91848834700287e-09	2.27411688813472e-09	False	True	True	none	gene_only	gene_only
ENSG00000230185.4	False	0.0483966930483877	0.012804604591334	False	True	True	none	gene_only	gene_only
ENSG00000237737.5	False	9.6778298903099e-65	5.67757705230021e-20	True	True	True	gene_only	gene_only	gene_only
ENSG00000225889.7	False	2.50845585749512e-24	2.84815393117789e-17	True	True	True	gene_only	gene_only	gene_only
ENSG00000231871.5	False	0.0011956108196339	0.0018589994010042	True	True	True	gene_only	gene_only	gene_only
ENSG00000225265.1	True	1.2929057965887502e-15	6.67424902245855e-10	True	True	True	visible	visible	visible
ENSG00000235703.5	True	0.0012399397920703	0.0008785999552603	False	True	True	silent	visible	visible
ENSG00000234327.7	True	1.38922232155672e-09	5.55408419715639e-07	True	True	True	visible	visible	visible
ENSG00000233639.5	True	1.78758961006993e-106	3.82945973841965e-37	True	True	True	visible	visible	visible
ENSG00000234690.6	False	4.79794002122775e-13	1.97454382378916e-10	True	True	True	gene_only	gene_only	gene_only
ENSG00000224032.6	True	3.67764019576539e-43	5.4364307154772e-20	True	True	True	visible	visible	visible
ENSG00000226419.7	True	1.45024217135741e-06	5.38811531210493e-05	True	True	True	visible	visible	visible
ENSG00000242628.5	False	4.20387253561829e-33	5.518330812459611e-19	True	True	True	gene_only	gene_only	gene_only
ENSG00000236423.5	False	1.0258267522995799e-12	6.84591070640315e-12	False	True	True	none	gene_only	gene_only
ENSG00000224597.9	True	1.12606606539396e-10	6.14803900134691e-07	True	True	True	visible	visible	visible
ENSG00000237883.1	False	7.89569864032289e-39	7.48597198415326e-21	True	True	True	gene_only	gene_only	gene_only
ENSG00000227028.6	True	0.0003104035857493	0.000145904866341	False	True	True	silent	visible	visible
ENSG00000237413.5	False	5.16911579745595e-47	6.1172536724049e-23	True	True	True	gene_only	gene_only	gene_only
ENSG00000231365.5	False	6.61646606637763e-09	1.82960785288408e-05	True	True	True	gene_only	gene_only	gene_only
ENSG00000235770.5	False	5.42613549710126e-31	1.57743268953758e-23	True	True	True	gene_only	gene_only	gene_only
ENSG00000231013.1	False	1.27201500930006e-16	5.0522868796967704e-14	False	True	True	none	gene_only	gene_only
ENSG00000228798.1	False	0.000768217589558	0.0003609204968091	False	True	True	none	gene_only	gene_only
ENSG00000225206.8	False	2.1037467549900503e-09	1.07717332461735e-10	False	True	True	none	gene_only	gene_only
ENSG00000229043.2	False	1.00270445013029e-07	2.92163738087301e-06	True	True	True	gene_only	gene_only	gene_only
ENSG00000196756.11	True	4.91175303690553e-15	7.10569524573724e-10	True	True	True	visible	visible	visible
ENSG00000238276.5	False	3.13032760591175e-09	4.9733045138111e-22	False	True	True	none	gene_only	gene_only
ENSG00000224272.2	False	2.0925256504139703e-09	1.1497945115291699e-11	False	True	True	none	gene_only	gene_only
ENSG00000232973.11	False	6.84184475795019e-12	2.16013474204017e-10	True	True	True	gene_only	gene_only	gene_only
ENSG00000236830.6	False	8.69352146522632e-10	3.54227113413454e-07	True	True	True	gene_only	gene_only	gene_only
ENSG00000236859.6	True	8.86980160668563e-10	2.38673712339321e-07	True	True	True	visible	visible	visible
ENSG00000233237.6	True	1.75781339752924e-05	0.0001649029652864	False	True	True	silent	visible	visible
ENSG00000233008.5	True	2.12457843130874e-31	7.38883186192884e-21	False	True	True	silent	visible	visible
ENSG00000224660.1	False	5.465921621686039e-30	1.65375139187036e-14	True	True	True	gene_only	gene_only	gene_only
ENSG00000242125.3	True	1.93284052161288e-24	4.2981686790623204e-14	True	True	True	visible	visible	visible
ENSG00000225554.1	False	5.40342667518871e-88	7.25599225638676e-24	True	True	True	gene_only	gene_only	gene_only
ENSG00000226688.6	True	0.0059832657567982	0.0203271441962687	True	True	True	visible	visible	visible
ENSG00000229656.6	False	3.05893182148868e-27	2.74540208009365e-24	False	True	True	none	gene_only	gene_only
ENSG00000224078.13	True	6.54770606590961e-45	9.805975965459921e-21	True	True	True	visible	visible	visible
ENSG00000226674.8	False	1.15202720216329e-10	2.032381553385e-10	False	True	True	none	gene_only	gene_only
ENSG00000225470.7	True	9.04073799272701e-12	3.71731516927316e-07	True	True	True	visible	visible	visible
ENSG00000233016.6	True	1.7148750519176e-14	1.6426702732687802e-09	True	True	True	visible	visible	visible
ENSG00000231185.6	False	8.994157368483119e-11	9.20436383393596e-10	False	True	True	none	gene_only	gene_only
ENSG00000228109.1	True	1.71575127206017e-57	4.80504492921872e-24	True	True	True	visible	visible	visible
ENSG00000234753.5	True	1.70018763184537e-12	2.47261447163374e-13	False	True	True	silent	visible	visible
ENSG00000213742.6	True	3.2125183594448495e-11	8.91797924640409e-07	True	True	True	visible	visible	visible
ENSG00000236780.5	True	1.20578697202605e-08	2.86458958894071e-08	False	True	True	silent	visible	visible
ENSG00000235597.1	False	3.20393261139141e-69	2.6369650543306102e-20	True	True	True	gene_only	gene_only	gene_only
ENSG00000237654.5	False	1.28046026928174e-29	2.2129340262294002e-16	False	True	True	none	gene_only	gene_only
ENSG00000225746.9	True	3.7026771030982604e-58	4.49708955352013e-24	True	True	True	visible	visible	visible
ENSG00000281404.1	False	1.24627764132088e-06	2.43219320255968e-05	False	True	True	none	gene_only	gene_only
ENSG00000242086.8	True	1.3833648430906e-13	6.008579650892391e-09	True	True	True	visible	visible	visible
ENSG00000215424.9	False	3.46111573662874e-07	1.59654445297939e-05	True	True	True	gene_only	gene_only	gene_only
ENSG00000225377.5	True	1.66302949373094e-23	2.80882299639321e-13	True	True	True	visible	visible	visible
ENSG00000177640.15	True	8.11244690902084e-26	1.65082499417657e-16	True	True	True	visible	visible	visible
ENSG00000227543.4	False	0.0001515349051482	0.0004022364479205	True	True	True	gene_only	gene_only	gene_only
ENSG00000229694.6	True	2.61843862453319e-20	5.3898508298147404e-14	True	True	True	visible	visible	visible
ENSG00000223749.9	False	5.897101672036001e-25	2.5632196540015402e-20	True	True	True	gene_only	gene_only	gene_only
ENSG00000234456.7	True	4.33594057294961e-37	2.20657112236503e-16	True	True	True	visible	visible	visible
ENSG00000228192.7	False	1.2806435230046e-24	3.4304264436133504e-15	True	True	True	gene_only	gene_only	gene_only
ENSG00000236283.4	False	0.001822628370692	0.0042478554213089	False	True	True	none	gene_only	gene_only
ENSG00000226312.7	False	2.81992715270922e-10	6.397452734396261e-09	False	True	True	none	gene_only	gene_only
ENSG00000227070.1	False	1.0185069591033901e-21	7.39411818606521e-19	False	True	True	none	gene_only	gene_only
ENSG00000235903.7	True	2.66378581508774e-63	3.5384488685208396e-26	True	True	True	visible	visible	visible
ENSG00000233223.2	True	1.5445197104762302e-44	6.20238298616167e-16	True	True	True	visible	visible	visible
ENSG00000227218.7	False	8.01284585634952e-06	9.7648143204454e-07	False	True	True	none	gene_only	gene_only
ENSG00000230212.6	False	2.84103949180987e-07	3.0892864325031e-07	False	True	True	none	gene_only	gene_only
ENSG00000237484.5	False	0.0082274058734033	0.0068853253894328	False	True	True	none	gene_only	gene_only
ENSG00000231057.3	False	9.4843286749133e-05	1.67771516598466e-06	False	True	True	none	gene_only	gene_only
ENSG00000223960.6	False	2.24675139715881e-07	4.54827174203859e-06	True	True	True	gene_only	gene_only	gene_only
ENSG00000237773.5	True	2.82274945210574e-16	1.0199751320172599e-11	True	True	True	visible	visible	visible
ENSG00000228794.8	False	1.45030567164263e-24	2.0969823033985e-13	True	True	True	gene_only	gene_only	gene_only
