gene_id	lnc_isi	gene_de	switch_sig	visibility	n_expr	small_perm
ENSG00000260186.5	0.10077240340345407	True	False	gene_only	30	False
ENSG00000259972.2	0.08747247689275416	True	False	gene_only	57	False
ENSG00000261094.2	0.1076369610843218	True	False	gene_only	24	False
ENSG00000261064.1	0.01655847237353739	True	False	gene_only	67	False
ENSG00000260469.2	0.021153108357940105	False	False	none	17	False
ENSG00000261801.5	0.18306408196594387	True	False	gene_only	30	False
ENSG00000261126.7	0.11684278777675755	True	False	gene_only	39	False
ENSG00000260750.5	0.008623772524779364	True	False	gene_only	11	False
ENSG00000260807.6	0.09513912420992612	True	False	gene_only	18	False
ENSG00000261487.1	0.034162629211641336	False	False	none	36	False
ENSG00000260565.6	0.18040061259612278	True	False	gene_only	60	False
ENSG00000260778.5	0.05374700184327234	True	False	gene_only	59	False
ENSG00000260136.5	0.24683715647114254	True	True	visible	64	False
ENSG00000260517.2	0.835934048663812	True	True	visible	23	False
ENSG00000273036.2	0.23446975090406894	True	True	visible	24	False
ENSG00000261253.2	0.06968769883324108	True	True	visible	25	False
ENSG00000261329.5	0.060291997069817575	True	False	gene_only	16	False
ENSG00000261360.1	0.07589362042236425	True	False	gene_only	18	False
ENSG00000260448.5	0.20807769499588696	True	False	gene_only	50	False
ENSG00000261183.5	0.12078590810769688	True	True	visible	16	False
ENSG00000259953.1	0.02790605571457893	True	False	gene_only	20	False
ENSG00000260630.6	0.26159472898191205	True	False	gene_only	61	False
ENSG00000260528.4	0.09780859309813054	True	False	gene_only	40	False
ENSG00000260793.2	0.040315795989716824	True	False	gene_only	48	False
ENSG00000260898.5	0.2384567398468881	True	True	visible	18	False
ENSG00000259925.1	0.2172320228992424	True	False	gene_only	16	False
ENSG00000261553.5	0.0	True	False	gene_only	50	False
ENSG00000238045.9	0.277770592314209	True	True	visible	56	False
ENSG00000260658.5	0.0168704492499955	False	False	none	8	True
ENSG00000260788.5	0.021848678992168434	True	False	gene_only	18	False
ENSG00000260086.2	0.057096381550513636	False	False	none	8	True
ENSG00000261664.5	0.12248253529672734	False	False	none	15	False
ENSG00000261195.1	0.17344507187296831	True	True	visible	24	False
ENSG00000260664.2	0.0252835189339844	False	False	none	19	False
ENSG00000261840.2	0.06760079467485108	True	False	gene_only	45	False
ENSG00000260083.1	0.04177559160051385	True	False	gene_only	66	False
ENSG00000261804.1	0.07623747250327209	True	True	visible	26	False
ENSG00000261118.1	0.025730813922621245	True	False	gene_only	21	False
ENSG00000261407.1	0.0168704455247052	True	False	gene_only	18	False
ENSG00000260923.6	0.2462566002059313	True	True	visible	60	False
ENSG00000261604.1	0.0	True	False	gene_only	14	False
ENSG00000261520.5	0.022448138134077485	False	False	none	10	False
ENSG00000261188.1	0.04297387201134481	True	False	gene_only	51	False
ENSG00000261386.2	0.5583007131312645	True	True	visible	27	False
ENSG00000260276.2	0.005786713626440426	True	False	gene_only	15	False
ENSG00000261713.6	0.026022147118429807	False	False	none	12	False
ENSG00000261040.6	0.1190312362292003	True	True	visible	22	False
ENSG00000261505.1	0.05556724642744808	True	False	gene_only	34	False
ENSG00000260853.1	0.0	True	False	gene_only	23	False
ENSG00000261105.5	0.02090612322584305	True	False	gene_only	10	False
ENSG00000260372.6	0.21957068594231555	True	False	gene_only	17	False
ENSG00000259868.2	0.0	False	False	none	15	False
ENSG00000260492.2	0.021153102770004657	False	False	none	19	False
ENSG00000262223.6	0.10179772606249543	True	True	visible	16	False
ENSG00000262580.5	0.060785019502987606	True	False	gene_only	50	False
ENSG00000262879.5	0.27370009829785047	True	False	gene_only	61	False
ENSG00000262061.5	0.18262716811121335	True	False	gene_only	47	False
ENSG00000263072.6	0.2010510249100937	True	True	visible	65	False
ENSG00000262454.2	0.13007545052847058	True	False	gene_only	53	False
ENSG00000261971.6	0.24114921674070985	True	True	visible	59	False
ENSG00000261978.1	0.011112477863214534	True	False	gene_only	15	False
ENSG00000262370.5	0.6296432590915374	True	True	visible	30	False
ENSG00000261879.5	0.08753093001066867	True	False	gene_only	59	False
ENSG00000262877.4	0.0010784242735635292	True	False	gene_only	20	False
ENSG00000262468.5	0.00592091360684026	True	False	gene_only	67	False
ENSG00000263146.2	0.0001281832469170516	False	False	none	11	False
ENSG00000262873.1	0.009505266127059642	True	False	gene_only	16	False
ENSG00000262188.1	0.02695329971085366	False	False	none	9	True
ENSG00000262001.1	0.28633332905521847	True	False	gene_only	28	False
ENSG00000226137.5	0.014207186454706547	True	False	gene_only	58	False
ENSG00000263069.5	0.0597935278046683	False	False	none	6	True
ENSG00000262312.2	0.07502250470665485	False	False	none	9	True
ENSG00000262097.1	0.1278142938912371	True	False	gene_only	24	False
ENSG00000263004.1	0.08212436145829995	False	False	none	62	False
ENSG00000262728.5	0.08173286654496464	False	False	none	21	False
ENSG00000264112.1	0.11594065527784084	True	True	visible	67	False
ENSG00000264920.1	0.03378063751142045	True	True	visible	68	False
ENSG00000263753.6	0.07917265129943044	True	True	visible	68	False
ENSG00000265096.1	0.010995078248194415	True	False	gene_only	16	False
ENSG00000265142.8	0.0075202601689906765	False	False	none	25	False
ENSG00000232956.8	0.1503343962213318	True	True	visible	68	False
ENSG00000264247.1	0.028210249805225095	True	False	gene_only	66	False
ENSG00000266677.1	0.021427705385380122	True	False	gene_only	18	False
ENSG00000264515.5	0.054744051930147045	False	False	none	8	True
ENSG00000264956.1	0.09771052404393077	False	False	none	8	True
ENSG00000264672.5	0.15511894293424877	False	False	none	9	True
ENSG00000264968.1	0.2737144392191526	False	False	none	18	False
ENSG00000215769.8	0.023717810499100524	True	True	visible	64	False
ENSG00000263412.1	0.028787883164659463	True	False	gene_only	32	False
ENSG00000266835.5	0.0011818219058186957	False	False	none	15	False
ENSG00000263958.1	0.030309426426690253	False	False	none	11	False
ENSG00000270820.5	0.2009653180045628	True	False	gene_only	60	False
ENSG00000263400.6	0.11978153067654271	True	False	gene_only	22	False
ENSG00000264589.2	0.034616709483100555	False	False	none	19	False
ENSG00000266010.1	0.10669257972842863	True	True	visible	31	False
ENSG00000265055.1	0.0683939445421487	False	False	none	11	False
ENSG00000263603.1	0.002164609580102509	True	False	gene_only	15	False
ENSG00000265479.6	0.01948361408806882	True	False	gene_only	67	False
ENSG00000263766.5	0.27420205658887675	False	True	silent	14	False
ENSG00000264734.1	0.005869716248055323	False	False	none	6	True
ENSG00000266402.3	0.040898823927721775	True	False	gene_only	66	False
ENSG00000265542.5	1.1293436592252587e-07	False	False	none	13	False
ENSG00000265688.1	0.0	True	False	gene_only	28	False
ENSG00000266053.2	0.2519150820854348	True	True	visible	36	False
ENSG00000264569.1	0.0034809493032001994	True	False	gene_only	49	False
ENSG00000279668.2	0.6184051535191479	True	True	visible	28	False
ENSG00000267278.5	0.048326040533950364	False	False	none	11	False
ENSG00000267364.1	0.0034174916687994376	True	False	gene_only	35	False
ENSG00000266916.5	0.1434116382165439	True	True	visible	46	False
ENSG00000166770.10	0.13657699258708766	True	False	gene_only	67	False
ENSG00000267080.5	0.12256326121057799	True	False	gene_only	59	False
ENSG00000267121.5	0.09722298990790483	True	False	gene_only	41	False
ENSG00000267659.5	0.22766694674449217	False	True	silent	12	False
ENSG00000267383.6	0.1352967937013151	False	False	none	17	False
ENSG00000267470.5	0.2870612257369423	True	True	visible	26	False
ENSG00000267586.6	0.7217957035228466	False	True	silent	25	False
ENSG00000267454.5	0.3483559830192372	True	True	visible	67	False
ENSG00000267198.1	0.4208721468110103	True	True	visible	38	False
ENSG00000267106.5	0.04964894538404591	True	False	gene_only	66	False
ENSG00000267649.1	0.3071844576101911	False	True	silent	10	False
ENSG00000267575.6	0.16095183843537658	True	True	visible	64	False
ENSG00000232006.8	0.14108793085144372	False	False	none	15	False
ENSG00000267248.1	0.07205088404373652	True	False	gene_only	56	False
ENSG00000266903.1	0.3676371960519882	True	True	visible	26	False
ENSG00000267302.5	0.06550785246779628	True	True	visible	62	False
ENSG00000267737.1	0.004320507663499135	False	False	none	7	True
ENSG00000267605.5	0.04980443929141406	True	False	gene_only	52	False
ENSG00000267053.6	0.023006563625974183	False	False	none	19	False
ENSG00000267750.5	0.038960377199858516	True	False	gene_only	19	False
ENSG00000267270.5	0.1683221170405771	False	False	none	18	False
ENSG00000267009.6	0.10075836611103706	True	True	visible	17	False
ENSG00000267199.1	0.06861260284568704	True	False	gene_only	25	False
ENSG00000266904.5	0.4192086354603392	True	True	visible	49	False
ENSG00000267128.1	0.06949094435074975	False	False	none	10	False
ENSG00000267280.5	0.21852012147828193	True	False	gene_only	33	False
ENSG00000266993.3	0.011157766204584411	True	False	gene_only	22	False
ENSG00000267665.1	0.02114419819947069	True	False	gene_only	15	False
ENSG00000267265.5	0.008287150545304836	False	False	none	7	True
ENSG00000266921.1	0.051899161996236176	False	False	none	25	False
ENSG00000267279.1	0.04191558984148439	True	True	visible	41	False
ENSG00000267058.1	0.031889137883200074	True	False	gene_only	61	False
ENSG00000267254.5	0.17325716699333857	True	True	visible	54	False
ENSG00000266970.1	0.0701501240578982	True	False	gene_only	14	False
ENSG00000197291.8	0.05626476182344424	False	False	none	11	False
ENSG00000225313.5	0.40284218552588946	True	True	visible	42	False
ENSG00000267421.6	0.3094402699352492	True	True	visible	45	False
ENSG00000267751.5	0.17047531244963993	True	False	gene_only	22	False
ENSG00000267452.1	0.011201168203230362	True	False	gene_only	22	False
ENSG00000267169.1	0.19610226273082038	True	False	gene_only	54	False
ENSG00000267107.6	0.04084736902287575	True	False	gene_only	59	False
ENSG00000283633.1	0.44046478389127447	True	True	visible	41	False
ENSG00000267432.5	0.004856718667981305	False	False	none	8	True
ENSG00000266947.1	0.008685157937357258	True	False	gene_only	17	False
ENSG00000267072.2	0.2572708050278898	False	True	silent	19	False
ENSG00000267251.2	0.008755756030673661	False	False	none	10	False
ENSG00000204282.4	0.017903174609499882	True	False	gene_only	38	False
ENSG00000267322.2	0.19312645817444601	False	True	silent	40	False
ENSG00000267014.5	0.020051016761788096	True	False	gene_only	19	False
ENSG00000186019.10	0.07280027857982325	True	False	gene_only	29	False
ENSG00000267002.2	0.1678443411705892	True	True	visible	68	False
ENSG00000267260.1	0.0076174738057633445	True	False	gene_only	19	False
ENSG00000267244.5	0.0	False	False	none	13	False
ENSG00000267757.4	0.011671502352068618	True	False	gene_only	9	True
ENSG00000267040.6	0.16897041867926305	True	True	visible	62	False
ENSG00000267321.2	0.013873815499332826	True	False	gene_only	67	False
ENSG00000268061.5	0.0371787240443443	True	False	gene_only	66	False
ENSG00000268895.5	0.39120851016540903	True	True	visible	46	False
ENSG00000232098.3	0.013605810252910624	True	False	gene_only	62	False
ENSG00000236778.7	0.21374467204294317	True	True	visible	61	False
ENSG00000227195.10	0.10913440745931148	True	False	gene_only	18	False
ENSG00000269386.5	0.011809646522637246	True	False	gene_only	68	False
ENSG00000268388.5	0.02634436440765281	True	False	gene_only	18	False
ENSG00000267858.5	0.03890780170111115	True	False	gene_only	41	False
ENSG00000268119.5	0.15863551957401445	True	True	visible	24	False
ENSG00000269352.1	0.12280261372362822	True	False	gene_only	51	False
ENSG00000269834.5	0.07748544816111004	True	False	gene_only	64	False
ENSG00000269793.5	0.03145974171853238	True	False	gene_only	33	False
ENSG00000229692.3	0.0	True	False	gene_only	11	False
ENSG00000268093.1	0.1880199012106571	True	True	visible	36	False
ENSG00000268362.5	0.026257153928788975	True	False	gene_only	65	False
ENSG00000269235.1	0.03603416768245907	True	False	gene_only	32	False
ENSG00000268751.1	0.06031320969556183	False	False	none	21	False
ENSG00000269439.5	0.10946968752135748	True	True	visible	63	False
ENSG00000268027.5	0.07021254539195394	True	False	gene_only	22	False
ENSG00000268401.1	0.04234211123135534	True	True	visible	11	False
ENSG00000268006.1	0.1099038158746405	True	False	gene_only	50	False
ENSG00000268654.1	0.0010774535793692148	False	False	none	19	False
ENSG00000268189.2	0.07539593260059613	True	False	gene_only	18	False
ENSG00000267871.5	0.04186628745782123	True	False	gene_only	48	False
ENSG00000268230.5	0.0	True	False	gene_only	35	False
ENSG00000268355.1	0.03618496311025687	True	True	visible	10	False
ENSG00000269293.2	0.008688018067241695	True	False	gene_only	68	False
ENSG00000269985.1	0.003870231480042596	True	False	gene_only	21	False
ENSG00000270111.2	0.019845130760717235	False	True	silent	11	False
ENSG00000270112.3	0.2554653509980154	True	True	visible	27	False
ENSG00000270091.1	0.018647034236707598	True	False	gene_only	29	False
ENSG00000269893.6	0.32085506722207846	True	True	visible	68	False
ENSG00000270069.1	0.007339456666923475	True	False	gene_only	25	False
ENSG00000270049.2	0.12204243699472837	True	True	visible	62	False
ENSG00000271133.5	0.06336597345778346	True	False	gene_only	27	False
ENSG00000271335.5	0.2310135176352931	True	True	visible	53	False
ENSG00000270332.1	0.1595662182994848	True	True	visible	61	False
ENSG00000271334.5	0.020294454436773676	False	False	none	18	False
ENSG00000271109.1	0.011449769760633187	True	False	gene_only	26	False
ENSG00000271270.5	0.2530558912502478	True	True	visible	58	False
ENSG00000271538.5	0.0	True	False	gene_only	20	False
ENSG00000270547.5	0.01310245052128218	False	False	none	15	False
ENSG00000272146.5	0.1559058436707308	True	False	gene_only	29	False
ENSG00000271858.5	0.330643104140241	True	False	gene_only	17	False
ENSG00000271826.5	0.015803911285767174	False	False	none	20	False
ENSG00000271913.5	0.27116053774070037	True	True	visible	40	False
ENSG00000272288.5	0.17566079988322758	True	True	visible	67	False
ENSG00000272097.1	1.6923761663492243e-15	False	False	none	10	False
ENSG00000272070.1	0.0	True	False	gene_only	19	False
ENSG00000271848.1	0.14412732729733208	False	False	none	9	True
ENSG00000272142.1	0.09658839641878655	True	False	gene_only	30	False
ENSG00000272138.1	0.059109215463361675	True	True	visible	9	True
ENSG00000273297.1	0.062147392519354056	True	True	visible	22	False
ENSG00000273143.1	0.24856458093295444	True	True	visible	23	False
ENSG00000273061.1	0.09422964100453914	True	False	gene_only	60	False
ENSG00000272758.5	0.08326930119236362	True	False	gene_only	63	False
ENSG00000272690.5	0.08815309965224	True	False	gene_only	50	False
ENSG00000273247.5	0.059192274613750526	True	False	gene_only	67	False
ENSG00000272599.2	0.0029424329484234457	False	False	none	7	True
ENSG00000273492.5	0.022738040087931028	True	False	gene_only	28	False
ENSG00000273356.1	0.008245362138340095	False	False	none	17	False
ENSG00000272702.1	0.12867322961554278	True	True	visible	38	False
ENSG00000272870.1	0.028677541834521144	True	False	gene_only	64	False
ENSG00000272894.5	0.0009476174977860128	True	False	gene_only	62	False
ENSG00000272568.5	0.026100331003638552	False	False	none	18	False
ENSG00000272693.3	0.0010424502703980116	True	False	gene_only	50	False
ENSG00000272677.1	0.13258302319661674	True	False	gene_only	63	False
ENSG00000231728.3	0.012614140281313581	True	False	gene_only	11	False
ENSG00000275294.4	0.5753692321489077	False	True	silent	14	False
ENSG00000278133.1	0.040514166394859344	True	True	visible	67	False
ENSG00000274265.4	0.23223300028782778	True	True	visible	64	False
ENSG00000273674.4	0.053866590879734125	True	False	gene_only	21	False
ENSG00000278464.1	0.05042882050319216	True	False	gene_only	12	False
ENSG00000276075.1	0.030387566275372466	True	False	gene_only	61	False
ENSG00000276170.4	0.15156085593251917	True	True	visible	39	False
ENSG00000226067.6	0.15308515070857995	True	False	gene_only	57	False
ENSG00000278611.1	0.07939139329428888	True	True	visible	41	False
ENSG00000275830.1	0.030194410473419052	False	False	none	25	False
ENSG00000278768.1	0.03638977380945681	True	False	gene_only	57	False
ENSG00000203804.4	0.03260738142940951	True	False	gene_only	14	False
ENSG00000277199.1	0.03353754473653363	False	False	none	19	False
ENSG00000276649.1	0.024772567066094042	False	False	none	19	False
ENSG00000278390.4	0.06743412155090614	False	False	none	17	False
ENSG00000278156.1	0.01399505190862229	True	False	gene_only	23	False
ENSG00000278175.3	0.3217892733088127	True	True	visible	66	False
ENSG00000274253.4	0.10793843995739968	True	True	visible	46	False
ENSG00000274333.4	0.5087200523762815	False	False	none	15	False
ENSG00000275496.4	0.0383444405900393	False	False	none	19	False
ENSG00000279082.3	0.011906830195853691	True	False	gene_only	16	False
ENSG00000278932.3	0.15079348075357663	False	True	silent	67	False
ENSG00000280145.3	0.4236420397242566	True	True	visible	44	False
ENSG00000280018.3	0.20199064160553562	True	False	gene_only	47	False
ENSG00000280081.3	0.0	False	False	none	10	False
ENSG00000279762.3	0.003252428747780551	True	False	gene_only	26	False
ENSG00000278903.3	0.016532791150219793	False	False	none	27	False
ENSG00000279168.2	0.004478727324321759	True	False	gene_only	18	False
ENSG00000279094.3	0.0016044195457620614	True	False	gene_only	49	False
ENSG00000279750.3	0.02830930559931359	False	False	none	8	True
ENSG00000281649.1	0.016724458531188924	True	False	gene_only	67	False
ENSG00000280734.2	0.095207412927929	True	False	gene_only	65	False
ENSG00000280739.2	0.18748336335646087	True	False	gene_only	23	False
ENSG00000280721.1	0.03818727765478518	True	False	gene_only	21	False
ENSG00000281657.2	0.0	False	False	none	10	False
ENSG00000281162.2	0.0074319282449962585	False	False	none	15	False
ENSG00000281357.2	0.02327704161686301	False	False	none	6	True
ENSG00000280832.1	0.04080113317390856	True	False	gene_only	54	False
ENSG00000280623.1	0.03114046074410067	True	False	gene_only	54	False
ENSG00000280870.2	0.07873684730097492	False	False	none	13	False
ENSG00000281392.1	0.04275009990812721	True	True	visible	67	False
ENSG00000281103.1	0.32694681558403804	True	True	visible	23	False
ENSG00000282508.1	0.20781720164922166	True	False	gene_only	60	False
ENSG00000282024.1	0.1501300751241446	True	True	visible	16	False
ENSG00000282851.1	0.20324053489133667	True	False	gene_only	37	False
ENSG00000282917.1	0.0015638696318774955	False	False	none	15	False
ENSG00000283108.1	0.16965833023200677	True	False	gene_only	22	False
ENSG00000282885.1	0.023652689770785253	False	False	none	7	True
ENSG00000282943.1	0.04155632773521452	True	False	gene_only	16	False
ENSG00000228526.6	0.03197729472949801	True	False	gene_only	31	False
ENSG00000283128.1	0.6718076011669105	True	True	visible	14	False
ENSG00000283674.1	0.13176901646468872	True	False	gene_only	56	False
ENSG00000283458.1	0.09890584760489546	False	False	none	13	False
ENSG00000283196.1	0.17739934639903301	True	True	visible	66	False
ENSG00000203809.6	0.13052756568455487	False	False	none	10	False
ENSG00000283352.1	0.08880564332895832	False	False	none	18	False
ENSG00000283462.1	0.06873016763400158	False	False	none	9	True
ENSG00000283213.1	0.15441077025432354	False	True	silent	12	False
ENSG00000283380.1	0.11684543667029533	False	False	none	6	True
ENSG00000283503.1	0.014452874474364611	False	False	none	6	True
ENSG00000284052.1	0.18458691387565912	True	False	gene_only	62	False
ENSG00000284428.1	0.13229960493824233	True	True	visible	67	False
ENSG00000284196.1	0.3542564214464665	True	True	visible	65	False
ENSG00000284543.1	0.12990559207360744	True	False	gene_only	57	False
ENSG00000283886.1	0.05750696479554855	True	False	gene_only	47	False
ENSG00000283897.1	0.2395002699318995	False	True	silent	20	False
