gene_id	lnc_isi	gene_de	switch_sig	visibility	n_expr	small_perm
ENSG00000234377.7	0.08744004295227797	False	False	none	9	True
ENSG00000259380.5	0.013260155277393772	True	False	gene_only	63	False
ENSG00000261824.6	0.2526391221324977	True	True	visible	66	False
ENSG00000260442.5	0.08391984560878087	True	False	gene_only	43	False
ENSG00000259964.6	0.16888145322849338	False	True	silent	8	True
ENSG00000260653.5	0.00024132302341516032	False	False	none	13	False
ENSG00000261008.6	0.8714002148126758	False	True	silent	20	False
ENSG00000261296.1	0.021153104632649807	True	False	gene_only	19	False
ENSG00000261227.2	0.04032534594567824	True	False	gene_only	10	False
ENSG00000213599.10	0.08790061243616998	True	False	gene_only	32	False
